CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,20ze
Dickeyville/Franklintown,hh60inc,19.32,21.337417,22.192936,24.332978,22.2406,17.386231,18.028846,19.252874,13.004246,18.838305,,
Dickeyville/Franklintown,hh75inc,6.67,6.431853,6.642066,5.816435,8.4989,10.385064,11.838942,8.735632,11.783439,14.913658,,
Dickeyville/Franklintown,hhchpov,,,,,31.328807,28.861004,29.828851,34.451902,20.465686,12.348668,,
Dickeyville/Franklintown,hhm75,15.7,14.497192,12.8097,11.953042,14.62,17.444574,19.290865,24.08046,23.407643,21.559393,,
Dickeyville/Franklintown,hhpov,,,,,,21.18863,17.695473,17.408907,12.117177,6.145967,,
Dickeyville/Franklintown,hhs,1877.0,,,,,,,,,1911.0,,
Dickeyville/Franklintown,juvarr,,13.605442,24.943311,6.802721,11.337868,2.267574,,,,,,
Dickeyville/Franklintown,juvdrug,,6.802721,4.535147,2.267574,4.535147,2.267574,,,,,,
Dickeyville/Franklintown,juvviol,,4.535147,9.070295,4.535147,0.0,0.0,,,,,,
Dickeyville/Franklintown,male,1733.0,,,,,,,,,,,
Dickeyville/Franklintown,mhhi,33707.0,33433.0,32487.0,31701.0,32768.0,35773.041237,39124.175,41463.121951,37847.531646,44530.34375,,
Dickeyville/Franklintown,ownroc,71.0,45.57,69.18239,68.322981,66.873065,66.873065,65.01548,63.664596,63.664596,65.217391,65.217391,
Dickeyville/Franklintown,p2more,1.048525,,,,,5.78096,6.876228,5.601715,5.897636,5.956033,3.485839,
Dickeyville/Franklintown,paa,87.807852,,,,,80.270485,81.27982,80.595015,83.89192,85.122699,79.302832,
Dickeyville/Franklintown,pasi,0.463302,,,,,1.829753,1.93657,1.661753,0.987269,0.792434,1.334423,
Dickeyville/Franklintown,phisp,1.877591,,,,,1.988862,1.796239,,0.415692,0.869121,3.839869,
Dickeyville/Franklintown,phsip,,,,,,,,1.795765,,,,
Dickeyville/Franklintown,ppac,0.633992,,,,,1.246354,1.150716,0.804074,0.415692,0.562372,0.708061,
Dickeyville/Franklintown,prop,,36.088759,29.504999,29.748842,21.2143,24.628139,25.359668,21.945867,20.482809,22.677396,18.288222,
Dickeyville/Franklintown,pwhite,8.168739,,,,,8.883585,6.960427,9.541678,8.39179,6.697342,11.328976,
Dickeyville/Franklintown,racdiv,23.430564,,,,,36.889946,35.699994,36.353799,29.423467,28.217894,,
Dickeyville/Franklintown,reosa,,62.5,15.384615,0.0,0.0,4.761905,0.0,0.0,16.666667,0.0,10.526316,
Dickeyville/Franklintown,resrehab,3.9,2.19,3.144654,2.795031,5.263158,4.95356,4.643963,4.347826,8.695652,4.458599,4.658385,
Dickeyville/Franklintown,salepr,245000.0,140625.0,225000.0,235000.0,227550.0,210000.0,172500.0,230000.0,230000.0,234000.0,,
Dickeyville/Franklintown,shomes,4.0,8.0,11.0,9.0,10.0,20.0,17.0,25.0,19.0,22.0,,
Dickeyville/Franklintown,shoot,,0.975372,2.43843,,,2.682273,0.487686,1.219215,0.487686,2.43843,0.243843,
Dickeyville/Franklintown,totalres,333.0,319.0,318.0,322.0,323.0,323.0,323.0,322.0,322.0,322.0,322.0,
Dickeyville/Franklintown,tpop,4101.0,,,,,,,,,,3672.0,
Dickeyville/Franklintown,vacant,1.5,1.44,4.716981,2.484472,2.167183,1.857585,1.547988,1.552795,1.242236,1.552795,1.863354,
Dickeyville/Franklintown,vio,4.5,5.015674,1.572327,2.173913,,2.786378,5.572755,2.795031,4.968944,1.242236,0.621118,
Dickeyville/Franklintown,viol,7.071446,6.096074,8.534504,7.802975,7.80297,7.071446,6.827603,9.02219,5.852231,12.192148,5.852231,
Dorchester/Ashburton,Hhsi,,,,,,,,,,,,2.58
Dorchester/Ashburton,affordm,48.898678,46.708075,48.898678,50.029155,50.3777,43.67294,36.330498,39.612676,44.207317,42.010582,,
Dorchester/Ashburton,affordr,62.758621,66.040956,50.223928,50.029155,61.5077,58.788774,51.211965,57.331731,53.982301,51.492992,,
Dorchester/Ashburton,age18_,15.611743,,,,,15.571052,17.188023,17.830851,14.675291,12.735001,,
Dorchester/Ashburton,age24_,9.587646,,,,,9.141934,8.924389,6.7283,7.927629,9.416381,,
Dorchester/Ashburton,age5_,6.007127,,,,,7.534654,7.167949,6.360212,4.894677,6.220369,,
Dorchester/Ashburton,age64_,51.858137,,,,,51.926184,50.326196,51.352508,50.782274,52.313225,,
Dorchester/Ashburton,age65_,16.94,,,,,15.826176,16.393443,17.728129,21.720129,19.315024,,
Dorchester/Ashburton,baltvac,,4.310345,4.385965,4.081633,,,,0.847458,0.840336,0.833333,1.834862,
Dorchester/Ashburton,constper,,0.58,0.292483,0.292056,0.87668,0.584454,1.170275,0.0,0.0,0.0,0.0,
Dorchester/Ashburton,crime,52.350246,50.653317,48.70185,55.065332,56.4229,50.313932,50.483625,57.186492,47.683693,47.514,38.774818,
Dorchester/Ashburton,dom,120.0,75.0,58.0,29.0,40.0,29.0,31.0,41.0,25.0,23.0,20.0,
Dorchester/Ashburton,domvio,51.586628,49.041235,52.01086,,,,,,,,,
Dorchester/Ashburton,fam,31.171961,,,,,31.970432,30.04869,28.9746,26.043829,26.707098,,
Dorchester/Ashburton,female,6548.0,,,,,,,,,,,
Dorchester/Ashburton,femhhs,58.046381,,,,,72.760116,64.891975,64.61039,72.542073,74.011775,,
Dorchester/Ashburton,fore,2.81,1.52,2.047382,3.913551,3.21449,2.980713,2.252779,2.106495,2.369807,2.074204,0.730353,
Dorchester/Ashburton,hh25inc,26.24,34.638843,35.841789,36.79805,31.1468,31.462231,27.93879,27.539981,25.790081,25.0,,
Dorchester/Ashburton,hh40inc,23.71,18.660357,19.608333,17.779474,22.8483,19.91222,18.432645,19.308561,19.331027,16.936208,,
Dorchester/Ashburton,hh60inc,17.07,16.235553,15.597597,16.990446,16.1347,18.641719,19.823789,18.673565,20.092272,20.372866,,
Dorchester/Ashburton,hh75inc,12.49,9.804702,8.154295,6.491756,5.63504,4.897205,7.465801,7.737535,8.673587,8.984726,,
Dorchester/Ashburton,hhchpov,,,,,32.493516,34.596982,37.873874,43.49277,37.679149,35.002158,,
Dorchester/Ashburton,hhm75,20.5,20.660545,20.797986,21.940273,24.24,25.086625,26.338975,26.740357,26.113033,28.706199,,
Dorchester/Ashburton,hhpov,,,,,,18.816794,15.354938,17.44511,15.780933,14.705882,,
Dorchester/Ashburton,hhs,4565.0,,,,,,,,,4452.0,,
Dorchester/Ashburton,juvarr,,42.052145,30.277544,34.482759,22.708158,10.933558,,,,,,
Dorchester/Ashburton,juvdrug,,10.092515,10.092515,7.569386,0.841043,2.523129,,,,,,
Dorchester/Ashburton,juvviol,,9.251472,12.615643,6.728343,6.728343,2.523129,,,,,,
Dorchester/Ashburton,male,5238.0,,,,,,,,,,,
Dorchester/Ashburton,mhhi,41474.06,37945.063043,36715.138075,36856.771429,36870.315517,38682.891593,44053.593264,43640.576087,45497.34949,49651.24348,,
Dorchester/Ashburton,ownroc,74.0,67.76,70.07897,68.837617,67.241379,67.241379,65.506144,64.540667,64.540667,63.277826,63.277826,
Dorchester/Ashburton,p2more,0.83998,,,,,2.806361,1.54734,1.472351,1.40722,0.915481,2.643425,
Dorchester/Ashburton,paa,96.122518,,,,,93.069139,95.466711,95.951036,95.105323,93.8205,90.939565,
Dorchester/Ashburton,pasi,0.263024,,,,,0.314653,0.326196,0.171204,0.410803,0.449567,0.56508,
Dorchester/Ashburton,phisp,1.018157,,,,,0.017008,0.844764,,1.660694,2.035311,2.777512,
Dorchester/Ashburton,phsip,,,,,,,,0.98442,,,,
Dorchester/Ashburton,ppac,0.415747,,,,,0.53576,0.510204,0.350967,0.463246,0.482263,0.747055,
Dorchester/Ashburton,prop,,34.277957,35.211268,38.774818,42.7626,36.738503,37.332428,39.623282,33.429493,33.853725,26.217546,
Dorchester/Ashburton,pwhite,1.340574,,,,,3.25708,1.304784,1.070022,0.952714,2.296878,2.327363,
Dorchester/Ashburton,racdiv,8.466653,,,,,13.271635,10.310304,9.687105,11.04855,13.944878,,
Dorchester/Ashburton,reosa,,45.88,27.272727,7.76699,3.571429,1.282051,0.555556,0.934579,10.227273,14.189189,11.046512,
Dorchester/Ashburton,resrehab,1.87,2.4,2.77859,3.183411,3.039158,3.652835,5.002926,6.875366,5.822118,6.701745,6.806895,
Dorchester/Ashburton,salepr,68150.0,80000.0,100000.0,88500.0,86250.0,84000.0,75000.0,103000.0,158000.0,141500.0,,
Dorchester/Ashburton,shomes,84.0,73.0,57.0,60.0,148.0,127.0,181.0,185.0,224.0,242.0,,
Dorchester/Ashburton,shoot,,2.290854,1.866621,,,2.630239,1.781775,3.309011,3.648396,3.393857,2.290854,
Dorchester/Ashburton,totalres,3421.0,3421.0,3419.0,3424.0,3422.0,3422.0,3418.0,3418.0,3418.0,3423.0,3423.0,
Dorchester/Ashburton,tpop,11786.0,,,,,,,,,,10441.0,
Dorchester/Ashburton,vacant,3.3,3.21,3.334308,2.86215,3.097604,3.477499,3.569339,3.452311,3.481568,3.505697,3.184341,
Dorchester/Ashburton,vio,2.51,2.455422,1.842644,2.803738,,3.74488,4.271504,6.465769,4.388531,2.570844,3.359626,
Dorchester/Ashburton,viol,15.44205,16.375361,13.490582,14.508739,12.6421,12.557271,12.133039,15.951128,14.2542,13.660275,12.557271,
Downtown/Seton Hill,Hhsi,,,,,,,,,,,,1.55
Downtown/Seton Hill,affordm,58.895706,58.79397,58.895706,65.714286,50.2347,42.857143,35.714286,50.230415,47.305389,39.719626,,
Downtown/Seton Hill,affordr,45.852187,45.55589,62.5,65.714286,49.5809,50.807729,52.841974,48.295455,47.688281,49.300518,,
Downtown/Seton Hill,age18_,4.638536,,,,,4.397091,3.827219,3.535895,4.943075,4.679512,,
Downtown/Seton Hill,age24_,20.555383,,,,,19.668527,17.675083,18.475432,17.408849,17.577664,,
Downtown/Seton Hill,age5_,3.381942,,,,,1.691189,2.080356,1.72968,4.337801,4.456678,,
Downtown/Seton Hill,age64_,67.623332,,,,,69.82919,71.70081,71.268942,69.058942,68.855682,,
Downtown/Seton Hill,age65_,3.8,,,,,4.414003,4.716532,4.990051,4.251333,4.430463,,
Downtown/Seton Hill,baltvac,,55.0,55.172414,53.731343,,,,33.73494,25.641026,25.0,35.384615,
Downtown/Seton Hill,constper,,0.0,0.0,0.0,1.455604,2.911208,0.0,2.86944,0.0,2.849003,1.426534,
Downtown/Seton Hill,crime,424.442609,313.682904,331.36829,291.964009,243.252,268.228359,299.100217,270.865653,296.462923,312.752094,197.331679,
Downtown/Seton Hill,dom,111.0,106.0,46.0,42.0,88.0,63.0,53.0,44.0,74.5,62.5,33.0,
Downtown/Seton Hill,domvio,91.866226,76.791809,81.290723,,,,,,,,,
Downtown/Seton Hill,fam,8.623504,,,,,5.501902,6.221198,6.149051,9.493333,8.873639,,
Downtown/Seton Hill,female,3282.0,,,,,,,,,,,
Downtown/Seton Hill,femhhs,58.990536,,,,,78.723404,59.722222,73.271889,62.359551,57.066667,,
Downtown/Seton Hill,fore,5.07,3.88,3.402367,2.074074,2.47453,2.474527,0.429799,1.147776,1.147776,0.85592,0.713267,
Downtown/Seton Hill,hh25inc,47.14,45.039897,42.281916,42.572866,31.9436,31.987123,31.25,28.875035,25.386667,23.166115,,
Downtown/Seton Hill,hh40inc,15.68,15.642564,17.655102,14.874677,13.4273,14.018145,11.175115,8.841031,9.733333,10.364411,,
Downtown/Seton Hill,hh60inc,16.78,16.96435,16.29165,17.427933,22.0242,18.437226,21.457373,17.28535,16.773333,14.055845,,
Downtown/Seton Hill,hh75inc,6.84,7.190948,9.48985,8.981354,7.64807,10.184372,11.203917,14.933409,18.053333,20.8708,,
Downtown/Seton Hill,hhchpov,,,,,39.751553,11.666667,13.079019,13.372093,8.074534,6.169297,,
Downtown/Seton Hill,hhm75,13.55,15.162242,14.281482,16.14317,24.96,25.373134,24.913594,30.065174,30.053333,31.54283,,
Downtown/Seton Hill,hhpov,,,,,,5.454545,7.086614,6.818182,5.696203,3.744493,,
Downtown/Seton Hill,hhs,3676.0,,,,,,,,,4226.0,,
Downtown/Seton Hill,juvarr,,733.333333,811.111111,800.0,750.0,450.0,,,,,,
Downtown/Seton Hill,juvdrug,,183.333333,255.555556,144.444444,150.0,16.666667,,,,,,
Downtown/Seton Hill,juvviol,,255.555556,166.666667,277.777778,216.666667,122.222222,,,,,,
Downtown/Seton Hill,male,3164.0,,,,,,,,,,,
Downtown/Seton Hill,mhhi,33873.68,38145.629252,41365.846995,40685.838415,44819.39521,46132.866906,47654.836158,53762.874558,57516.730769,61734.57823,,
Downtown/Seton Hill,ownroc,43.0,40.69,40.236686,39.851852,37.554585,37.554585,39.541547,39.74175,39.74175,37.803138,37.803138,
Downtown/Seton Hill,p2more,2.792429,,,,,1.911043,1.079879,1.607225,2.392276,2.739546,5.397968,
Downtown/Seton Hill,paa,37.015203,,,,,31.253171,29.776084,29.021889,32.641591,37.73758,37.828112,
Downtown/Seton Hill,pasi,15.947875,,,,,12.024353,14.498968,16.255931,15.160686,13.409359,15.11431,
Downtown/Seton Hill,phisp,4.467887,,,,,5.46254,5.76465,,6.427439,7.838511,6.646909,
Downtown/Seton Hill,phsip,,,,,,,,4.959437,,,,
Downtown/Seton Hill,ppac,0.62054,,,,,2.672078,5.22471,4.194092,3.184897,2.464281,0.804403,
Downtown/Seton Hill,prop,,242.941359,266.521874,220.912194,179.957,185.696556,195.314924,185.386286,202.606267,206.329507,124.107974,
Downtown/Seton Hill,pwhite,39.156066,,,,,46.676814,43.655709,43.961427,40.193111,35.810722,34.208298,
Downtown/Seton Hill,racdiv,68.798535,,,,,67.56313,70.080804,69.322521,71.467094,71.94882,,
Downtown/Seton Hill,reosa,,16.67,13.043478,3.703704,0.0,7.407407,0.0,0.0,6.382979,2.777778,6.25,
Downtown/Seton Hill,resrehab,0.9,1.04,0.887574,2.37037,3.347889,3.202329,3.581662,6.025825,7.747489,6.695157,3.851641,
Downtown/Seton Hill,salepr,210450.0,157600.0,197500.0,220000.0,235250.0,215000.0,182000.0,207000.0,174400.0,199500.0,,
Downtown/Seton Hill,shomes,20.0,17.0,30.0,25.0,34.0,33.0,37.0,45.0,39.0,38.0,,
Downtown/Seton Hill,shoot,,8.997828,10.394043,,,12.721067,11.635123,11.014583,13.807012,14.737822,18.771331,
Downtown/Seton Hill,totalres,670.0,670.0,676.0,675.0,687.0,687.0,698.0,697.0,697.0,701.0,701.0,
Downtown/Seton Hill,tpop,6446.0,,,,,,,,,,9448.0,
Downtown/Seton Hill,vacant,8.36,8.94,8.579882,9.925926,10.189229,11.644833,15.902579,11.908178,11.190818,10.841655,9.272468,
Downtown/Seton Hill,vio,7.16,11.343284,9.023669,12.740741,,7.593123,6.733524,8.895265,8.034433,5.135521,4.564907,
Downtown/Seton Hill,viol,97.853014,70.741545,64.846416,67.793981,58.7962,79.429103,97.579895,80.980453,93.856655,106.422588,73.223705,
Edmondson Village,Hhsi,,,,,,,,,,,,2.72
Edmondson Village,affordm,58.090615,60.862215,58.090615,53.545455,49.661,48.32618,46.918652,43.342037,34.088849,34.65704,,
Edmondson Village,affordr,55.491882,52.205221,57.876712,53.545455,61.2489,61.192571,66.561845,64.451477,68.522484,65.774156,,
Edmondson Village,age18_,17.126582,,,,,16.468254,15.893546,16.115196,16.161743,17.386985,,
Edmondson Village,age24_,11.21519,,,,,10.130719,9.774904,9.105392,8.350025,7.19076,,
Edmondson Village,age5_,6.35443,,,,,6.921102,7.349832,7.45098,6.534802,5.601093,,
Edmondson Village,age64_,48.341772,,,,,51.680672,51.224972,51.678922,51.164246,51.279185,,
Edmondson Village,age65_,16.96,,,,,14.799253,15.756747,15.64951,17.789184,18.541977,,
Edmondson Village,baltvac,,5.813953,4.166667,1.111111,,,,4.587156,4.132231,3.90625,4.545455,
Edmondson Village,constper,,0.35,0.353107,0.0,0.0,0.353232,0.0,0.0,0.0,0.0,0.0,
Edmondson Village,crime,28.481013,40.506329,43.797468,36.835443,38.8608,42.151899,32.531646,51.518987,40.886076,44.177215,29.493671,
Edmondson Village,dom,95.0,78.0,59.0,40.0,39.0,29.0,31.0,27.0,25.0,28.0,31.0,
Edmondson Village,domvio,43.417722,43.164557,44.303797,,,,,,,,,
Edmondson Village,fam,35.2,,,,,34.608814,33.070866,33.720521,31.302817,30.911631,,
Edmondson Village,female,4422.0,,,,,,,,,,,
Edmondson Village,femhhs,67.687747,,,,,65.449161,60.248447,62.212944,70.866142,71.299435,,
Edmondson Village,fore,2.32,0.92,1.730226,3.35452,2.50795,1.942776,2.085543,1.94415,1.767409,1.377119,0.423729,
Edmondson Village,hh25inc,28.31,30.406855,31.468523,34.460487,32.4206,28.629997,26.223896,24.639212,23.556338,26.929794,,
Edmondson Village,hh40inc,19.83,21.546774,21.023236,22.533603,21.6362,24.325248,25.059911,23.372052,20.352113,17.394342,,
Edmondson Village,hh60inc,23.37,18.674512,20.350153,17.225739,21.3996,22.343697,25.025676,25.096797,23.133803,22.424031,,
Edmondson Village,hh75inc,9.68,8.427314,9.40362,8.175796,7.6403,7.652887,6.196508,10.066878,9.295775,7.579462,,
Edmondson Village,hhchpov,,,,,51.859504,40.469062,27.287762,25.280599,23.5361,21.62465,,
Edmondson Village,hhm75,18.8,20.944545,17.754469,17.604376,16.9,17.048172,17.494009,16.825062,23.661972,25.672372,,
Edmondson Village,hhpov,,,,,,15.983394,11.057434,8.887734,9.914011,10.401648,,
Edmondson Village,hhs,2875.0,,,,,,,,,2863.0,,
Edmondson Village,juvarr,,44.296788,29.900332,32.115172,24.363234,7.751938,,,,,,
Edmondson Village,juvdrug,,23.255814,9.966777,5.537099,6.644518,0.0,,,,,,
Edmondson Village,juvviol,,7.751938,6.644518,2.214839,5.537099,1.10742,,,,,,
Edmondson Village,male,3478.0,,,,,,,,,,,
Edmondson Village,mhhi,40121.75,38078.20197,37537.563452,36245.302491,36647.715084,38042.377828,39102.050239,41642.113372,43809.810573,43626.5067,,
Edmondson Village,ownroc,71.0,64.8,66.596045,66.066384,64.5355,64.5355,62.424885,61.576529,61.576529,58.121469,58.121469,
Edmondson Village,p2more,1.202532,,,,,0.478525,0.522323,0.796569,0.676014,0.832091,2.453123,
Edmondson Village,paa,96.696203,,,,,96.370215,95.920905,95.759804,96.72008,96.870343,93.683914,
Edmondson Village,pasi,0.075949,,,,,0.0,0.0,0.0,0.0,0.0,0.08459,
Edmondson Village,phisp,0.898734,,,,,1.318861,1.479915,,1.602404,1.775956,2.001974,
Edmondson Village,phsip,,,,,,,,1.311275,,,,
Edmondson Village,ppac,0.367089,,,,,0.840336,1.23119,0.784314,0.751127,0.298063,0.451149,
Edmondson Village,prop,,30.379747,32.658228,27.468354,29.7468,32.025316,21.64557,36.329114,28.987342,28.860759,16.835443,
Edmondson Village,pwhite,0.759494,,,,,0.992063,0.845666,1.348039,0.250376,0.223547,1.32525,
Edmondson Village,racdiv,7.38399,,,,,7.462039,8.683237,8.375596,6.945535,7.426678,,
Edmondson Village,reosa,,42.11,20.0,7.462687,3.703704,1.769912,0.917431,2.684564,24.137931,10.23622,9.774436,
Edmondson Village,resrehab,2.08,1.66,1.694915,2.436441,2.048746,2.331332,2.72181,3.534818,4.347826,5.489022,5.437853,
Edmondson Village,salepr,49100.0,41000.0,60000.0,56444.0,55000.0,45500.0,53000.0,73500.0,87000.0,112000.0,,
Edmondson Village,shomes,70.0,39.0,49.0,40.0,87.0,83.0,109.0,119.0,195.0,225.0,,
Edmondson Village,shoot,,2.025316,2.025316,,,2.405063,2.531646,3.164557,5.316456,2.911392,3.544304,
Edmondson Village,totalres,2843.0,2835.0,2832.0,2832.0,2831.0,2831.0,2829.0,2829.0,2829.0,2832.0,2832.0,
Edmondson Village,tpop,7900.0,,,,,,,,,,7093.0,
Edmondson Village,vacant,2.6,2.85,3.389831,3.177966,3.74426,3.426351,3.145988,3.852952,4.27713,4.519774,3.884181,
Edmondson Village,vio,3.83,6.17284,1.588983,1.765537,,2.014846,3.322729,5.019441,4.984093,3.283898,1.94209,
Edmondson Village,viol,8.227848,10.126582,11.139241,8.860759,8.60759,9.620253,9.493671,14.177215,11.898734,15.316456,12.658228,
Fells Point,Hhsi,,,,,,,,,,,,2.0
Fells Point,affordm,41.255605,37.918442,41.255605,31.514763,27.7702,25.309091,22.07876,22.88188,20.779977,20.727946,,
Fells Point,affordr,50.928129,43.32893,33.167702,31.514763,34.5469,32.308874,33.29087,35.565724,35.444685,34.189474,,
Fells Point,age18_,5.033743,,,,,5.559052,4.435967,4.20013,4.733539,4.418164,,
Fells Point,age24_,11.317624,,,,,5.74785,6.299728,4.916432,5.371769,6.404106,,
Fells Point,age5_,4.690784,,,,,5.170967,4.79564,5.469937,5.850441,5.712373,,
Fells Point,age64_,71.246819,,,,,77.543528,77.19891,77.957456,76.704606,74.59556,,
Fells Point,age65_,7.71,,,,,5.978603,7.269755,7.456045,7.339645,8.869798,,
Fells Point,baltvac,,0.0,0.0,0.0,,,,4.878049,6.976744,5.128205,5.405405,
Fells Point,constper,,0.25,0.0,0.0,0.732422,1.953125,0.2442,0.239808,0.0,0.0,0.0,
Fells Point,crime,62.285651,87.841575,91.049895,78.216617,71.0256,80.207988,59.63049,65.272707,73.459453,75.229561,47.461002,
Fells Point,dom,122.0,60.0,35.0,21.0,33.0,40.0,33.0,35.0,39.5,43.0,24.0,
Fells Point,domvio,40.491205,39.938046,48.677951,,,,,,,,,
Fells Point,fam,11.384354,,,,,12.100656,12.061995,11.691209,12.622222,11.073599,,
Fells Point,female,4426.0,,,,,,,,,,,
Fells Point,femhhs,25.698324,,,,,24.954792,24.953445,20.038168,19.894366,10.772358,,
Fells Point,fore,1.58,0.83,0.686948,1.102941,0.976563,0.683594,0.561661,0.623501,0.359712,0.239693,0.047939,
Fells Point,hh25inc,21.04,22.136853,20.08401,17.315075,14.8569,12.844639,10.6469,12.672914,11.577778,11.951384,,
Fells Point,hh40inc,10.64,8.676056,9.442742,8.905116,8.91414,10.722101,10.354897,7.407407,6.666667,6.459599,,
Fells Point,hh60inc,15.06,12.841841,10.915511,11.82832,12.0821,13.654267,12.286613,10.263275,10.777778,10.89354,,
Fells Point,hh75inc,10.36,8.579397,10.264537,11.779102,12.6284,10.897155,10.265049,11.512718,11.022222,10.240828,,
Fells Point,hhchpov,,,,,12.659698,13.196481,6.785714,7.336343,11.256281,8.425721,,
Fells Point,hhm75,42.9,47.765852,49.293199,50.172387,51.52,51.881838,56.446541,58.143686,59.955556,60.454648,,
Fells Point,hhpov,,,,,,6.164384,3.791175,3.263547,4.851425,5.743001,,
Fells Point,hhs,4717.0,,,,,,,,,4443.0,,
Fells Point,juvarr,,27.45098,47.058824,74.509804,19.607843,70.588235,,,,,,
Fells Point,juvdrug,,3.921569,3.921569,7.843137,3.921569,3.921569,,,,,,
Fells Point,juvviol,,7.843137,11.764706,11.764706,3.921569,54.901961,,,,,,
Fells Point,male,4613.0,,,,,,,,,,,
Fells Point,mhhi,64113.16,69105.137076,73083.923002,73801.499194,77433.37605,82263.222973,87653.814815,91207.166963,98981.910064,98991.80888,,
Fells Point,ownroc,53.0,51.48,51.889107,51.666667,51.367188,51.367188,51.623932,50.527578,50.527578,48.513902,48.513902,
Fells Point,p2more,2.013497,,,,,1.982379,3.705722,4.167571,3.584725,3.369408,4.831735,
Fells Point,paa,7.788472,,,,,5.380743,5.405995,5.578468,5.424955,6.281379,6.551983,
Fells Point,pasi,4.558026,,,,,4.615062,4.882834,5.469937,6.509946,6.002455,7.407407,
Fells Point,phisp,15.123354,,,,,13.908118,10.572207,,10.754175,11.123508,13.113367,
Fells Point,phsip,,,,,,,,11.037552,,,,
Fells Point,ppac,0.674853,,,,,0.440529,0.326975,0.358151,0.276566,0.0,0.695619,
Fells Point,prop,,70.361766,73.570085,61.732493,56.9753,62.617546,39.938046,45.359,54.4308,55.537117,35.512778,
Fells Point,pwhite,69.841797,,,,,73.67317,75.106267,73.388322,73.449633,73.223251,67.399887,
Fells Point,racdiv,55.582099,,,,,50.336514,43.793539,46.180818,44.821806,45.037873,,
Fells Point,reosa,,21.77,7.954545,0.995025,0.0,0.485437,0.0,0.0,4.285714,3.846154,2.651515,
Fells Point,resrehab,4.39,3.66,4.661433,5.294118,4.785156,4.858398,3.882784,5.467626,5.515588,5.232975,4.626079,
Fells Point,salepr,215500.0,205000.0,226500.0,244000.0,249000.0,255000.0,271250.0,280000.0,267500.0,244797.5,,
Fells Point,shomes,170.0,173.0,178.0,191.0,241.0,216.0,310.0,292.0,262.0,298.0,,
Fells Point,shoot,,0.553159,0.221263,,,0.331895,0.66379,0.66379,0.553159,0.66379,0.774422,
Fells Point,totalres,4058.0,4073.0,4076.0,4080.0,4096.0,4096.0,4095.0,4170.0,4170.0,4172.0,4172.0,
Fells Point,tpop,9039.0,,,,,,,,,,10638.0,
Fells Point,vacant,0.99,1.12,0.932287,1.22549,0.830078,0.756836,1.880342,0.983213,1.031175,0.934803,0.886865,
Fells Point,vio,2.05,1.91505,1.349362,1.642157,,1.782662,1.489621,1.966427,1.966427,0.71908,1.05465,
Fells Point,viol,13.497068,17.47981,17.47981,15.377807,13.4971,16.594756,19.47118,19.139285,19.028654,19.692444,11.948224,
Forest Park/Walbrook,Hhsi,,,,,,,,,,,,2.47
Forest Park/Walbrook,affordm,49.900859,47.810219,49.900859,40.823635,38.9972,35.536398,32.606721,33.746678,31.583199,29.321486,,
Forest Park/Walbrook,affordr,62.477231,65.373563,43.04746,40.823635,58.2241,53.878407,52.728999,54.247104,59.302873,61.113801,,
Forest Park/Walbrook,age18_,16.032084,,,,,14.798945,16.986188,15.931469,15.120181,14.593527,,
Forest Park/Walbrook,age24_,10.701594,,,,,9.371567,8.25603,7.680189,8.108844,8.571697,,
Forest Park/Walbrook,age5_,6.203676,,,,,6.020655,6.411049,6.675857,6.312925,6.313511,,
Forest Park/Walbrook,age64_,52.746472,,,,,54.460558,53.865182,54.647499,55.274376,54.234099,,
Forest Park/Walbrook,age65_,14.32,,,,,15.348275,14.48155,15.064986,15.183673,16.287166,,
Forest Park/Walbrook,baltvac,,0.588235,1.086957,0.558659,,,,2.173913,3.225806,3.092784,1.764706,
Forest Park/Walbrook,constper,,0.69,0.347343,1.040944,0.694686,0.694686,0.694203,0.0,0.0,0.0,0.0,
Forest Park/Walbrook,crime,48.735912,45.283785,46.806782,51.375774,49.9543,51.680374,51.172708,52.086506,51.071175,53.000305,40.410194,
Forest Park/Walbrook,dom,122.0,63.0,41.0,35.0,48.0,46.0,36.0,40.0,37.0,36.5,21.0,
Forest Park/Walbrook,domvio,51.375774,51.071175,56.655498,,,,,,,,,
Forest Park/Walbrook,fam,30.991631,,,,,22.912206,26.095873,25.454087,25.933107,25.122429,,
Forest Park/Walbrook,female,5380.0,,,,,,,,,,,
Forest Park/Walbrook,femhhs,62.520458,,,,,70.67757,66.502947,70.961348,64.392523,67.54386,,
Forest Park/Walbrook,fore,4.54,1.49,1.806183,4.094379,3.5429,2.709274,2.707393,1.942421,2.254596,1.663778,0.589255,
Forest Park/Walbrook,hh25inc,36.57,35.645359,37.367976,37.025466,36.4486,33.779443,32.914637,29.641776,29.641299,30.999021,,
Forest Park/Walbrook,hh40inc,16.19,18.38531,15.275108,15.278318,16.3976,16.675589,16.739298,18.188698,15.438682,14.56905,,
Forest Park/Walbrook,hh60inc,18.29,20.697271,21.062346,20.3229,21.3537,20.770878,19.712894,18.340061,19.365002,18.976494,,
Forest Park/Walbrook,hh75inc,9.81,4.565338,4.044585,4.186546,3.34183,5.620985,6.716227,9.38446,8.264663,6.611166,,
Forest Park/Walbrook,hhchpov,,,,,44.048272,46.385224,44.330814,47.650417,40.463918,37.659381,,
