CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,20ze
Orangeville/East Highlandtown,pwhite,51.615376,,,,,45.846304,43.543956,42.834558,42.000939,46.394892,32.429143,
Orangeville/East Highlandtown,racdiv,77.765958,,,,,75.564709,78.338866,80.195162,81.219607,80.053321,,
Orangeville/East Highlandtown,reosa,,34.55,7.058824,4.0,0.840336,1.973684,2.580645,0.0,8.163265,11.351351,9.375,
Orangeville/East Highlandtown,resrehab,1.48,1.71,1.075862,3.531034,2.469785,1.734104,2.883866,4.249434,7.467941,8.57354,6.547469,
Orangeville/East Highlandtown,salepr,84000.0,70000.0,75000.0,94500.0,90000.0,84950.0,88000.0,102000.0,123000.0,160000.0,,
Orangeville/East Highlandtown,shomes,107.0,98.0,83.0,85.0,155.0,104.0,183.0,197.0,211.0,335.0,,
Orangeville/East Highlandtown,shoot,,2.299858,1.642755,,,2.628409,1.642755,1.642755,1.86179,2.299858,4.161647,
Orangeville/East Highlandtown,totalres,3505.0,3509.0,3625.0,3625.0,3806.0,3806.0,3849.0,3977.0,3977.0,3971.0,3971.0,
Orangeville/East Highlandtown,tpop,9131.0,,,,,,,,,,11502.0,
Orangeville/East Highlandtown,vacant,1.37,1.34,1.406897,1.544828,1.550184,1.550184,1.376981,1.458386,1.508675,1.233946,1.133216,
Orangeville/East Highlandtown,vio,1.11,2.051867,1.351724,2.648276,,2.208366,1.558846,2.41388,2.011567,1.510954,1.586502,
Orangeville/East Highlandtown,viol,20.370168,16.099003,18.727412,20.698719,18.9464,29.022013,24.860366,39.09758,32.964626,31.102836,27.926843,
Patterson Park North & East,Hhsi,,,,,,,,,,,,2.76
Patterson Park North & East,affordm,36.461251,35.171455,36.461251,33.02521,27.7411,26.591107,24.705882,23.538643,22.756156,22.593637,,
Patterson Park North & East,affordr,55.679702,56.87141,35.928962,33.02521,51.3301,48.536479,46.346736,47.0,49.594659,48.16286,,
Patterson Park North & East,age18_,14.097189,,,,,13.372013,12.26563,14.270598,13.728912,13.936467,,
Patterson Park North & East,age24_,11.595299,,,,,9.276143,8.849799,7.44921,7.220768,6.564551,,
Patterson Park North & East,age5_,8.138016,,,,,8.378229,8.106634,8.500282,9.649506,8.677281,,
Patterson Park North & East,age64_,59.921644,,,,,62.902335,64.805345,62.634029,61.794648,62.966875,,
Patterson Park North & East,age65_,6.25,,,,,6.071281,5.972592,7.14588,7.606166,7.854825,,
Patterson Park North & East,baltvac,,8.87372,7.526882,2.904564,,,,2.666667,2.575107,2.066116,2.252252,
Patterson Park North & East,constper,,2.21,1.100802,0.0,0.470441,1.254508,0.625684,0.0,0.0,0.0,0.0,
Patterson Park North & East,crime,75.675304,82.617362,79.386899,89.55942,79.4556,93.064815,95.607946,112.516324,90.109286,86.81009,49.144271,
Patterson Park North & East,dom,102.0,63.0,44.0,28.0,28.0,27.0,37.0,28.0,35.0,40.5,21.0,
Patterson Park North & East,domvio,53.543199,60.210324,57.59846,,,,,,,,,
Patterson Park North & East,fam,31.026659,,,,,30.393996,29.842342,28.306528,28.245309,25.944042,,
Patterson Park North & East,female,7260.0,,,,,,,,,,,
Patterson Park North & East,femhhs,48.507008,,,,,43.703704,34.213836,27.473262,35.068493,33.408748,,
Patterson Park North & East,fore,2.92,1.1,1.69838,2.089552,1.5995,1.050651,1.220084,0.766224,0.860047,0.626861,0.20373,
Patterson Park North & East,hh25inc,28.92,29.571421,27.472542,26.688835,24.6052,25.984991,20.495495,18.770104,20.139292,16.513402,,
Patterson Park North & East,hh40inc,13.46,12.664355,11.629371,10.199097,10.6064,9.212008,10.904655,11.258278,8.918553,9.998043,,
Patterson Park North & East,hh60inc,20.34,16.439487,17.370241,17.161681,17.0404,16.866792,16.047297,13.926206,14.915844,13.676384,,
Patterson Park North & East,hh75inc,10.37,11.746713,9.219933,8.234327,7.44785,7.054409,7.357357,9.290445,9.189398,11.054588,,
Patterson Park North & East,hhchpov,,,,,39.72722,42.457923,37.150556,40.903427,50.312695,55.013459,,
Patterson Park North & East,hhm75,26.91,29.578024,34.307913,37.71606,40.3,40.881801,45.195195,46.754967,46.836912,48.757582,,
Patterson Park North & East,hhpov,,,,,,26.280624,22.832903,21.687667,25.412412,24.168694,,
Patterson Park North & East,hhs,5289.0,,,,,,,,,5111.0,,
Patterson Park North & East,juvarr,,51.046025,66.945607,46.025105,71.129707,56.903766,,,,,,
Patterson Park North & East,juvdrug,,20.083682,18.410042,10.878661,13.389121,2.51046,,,,,,
Patterson Park North & East,juvviol,,10.878661,12.552301,20.083682,23.430962,25.104603,,,,,,
Patterson Park North & East,male,7289.0,,,,,,,,,,,
Patterson Park North & East,mhhi,48889.47,50575.390026,52465.506849,56602.39313,56651.508696,57200.29771,65203.734694,69760.041752,69836.186316,73313.27168,,
Patterson Park North & East,ownroc,49.0,47.33,47.145778,47.101335,46.824526,46.824526,46.988894,47.552776,47.552776,47.68845,47.68845,
Patterson Park North & East,p2more,1.807684,,,,,2.065202,1.820413,2.165632,3.883072,3.063457,3.77095,
Patterson Park North & East,paa,38.016359,,,,,34.169084,31.233381,32.181151,33.631472,35.320305,27.849162,
Patterson Park North & East,pasi,1.883291,,,,,0.8841,1.206791,2.610045,2.545084,3.584094,2.884078,
Patterson Park North & East,phisp,21.080487,,,,,15.527006,17.092793,,14.310646,13.853467,25.49581,
Patterson Park North & East,phsip,,,,,,,,14.016648,,,,
Patterson Park North & East,ppac,1.168465,,,,,0.635447,0.736347,0.246896,0.210878,0.173546,0.907821,
Patterson Park North & East,prop,,61.172589,61.172589,69.626778,56.6362,72.719775,68.18338,83.85456,62.959654,63.234587,36.497354,
Patterson Park North & East,pwhite,36.043714,,,,,46.71916,47.910275,48.779628,45.418848,44.005131,39.092179,
Patterson Park North & East,racdiv,76.979511,,,,,67.868286,68.061957,66.084712,68.843886,68.594908,,
Patterson Park North & East,reosa,,34.78,9.966777,2.056555,1.336898,0.678733,0.636943,0.517241,4.863813,3.303965,2.712477,
Patterson Park North & East,resrehab,4.87,4.98,4.859255,7.117046,4.876901,6.241179,5.850149,8.178264,7.802971,7.358697,7.475317,
Patterson Park North & East,salepr,189950.0,114750.0,162200.0,201000.0,172000.0,189750.0,205000.0,220000.0,220000.0,201500.0,,
Patterson Park North & East,shomes,424.0,270.0,256.0,291.0,441.0,362.0,500.0,487.0,526.0,600.0,,
Patterson Park North & East,shoot,,1.855798,0.962265,,,1.443398,1.512131,1.305932,1.649598,4.398928,2.268197,
Patterson Park North & East,totalres,6342.0,6347.0,6359.0,6365.0,6377.0,6377.0,6393.0,6395.0,6395.0,6381.0,6381.0,
Patterson Park North & East,tpop,14549.0,,,,,,,,,,14320.0,
Patterson Park North & East,vacant,5.33,4.61,4.387482,3.786332,3.622393,3.559668,2.831222,3.518374,3.643471,3.792509,3.479079,
Patterson Park North & East,vio,2.21,1.796124,1.714106,2.90652,,1.642421,1.908337,2.908522,2.971071,2.711174,3.149976,
Patterson Park North & East,viol,17.458245,21.444773,18.21431,19.245309,22.407,18.764176,25.981167,27.355832,27.149632,23.575503,12.646917,
Penn North/Reservoir Hill,Hhsi,,,,,,,,,,,,2.33
Penn North/Reservoir Hill,affordm,47.826087,48.474576,47.826087,45.92511,42.5885,36.860068,35.529158,28.935698,28.358209,27.211646,,
Penn North/Reservoir Hill,affordr,57.20236,56.736877,47.374702,45.92511,52.4746,50.978474,50.38295,53.038674,56.013001,56.753689,,
Penn North/Reservoir Hill,age18_,16.466694,,,,,17.899017,17.404909,16.97417,17.068515,15.594723,,
Penn North/Reservoir Hill,age24_,10.136533,,,,,9.086611,8.233108,8.231621,8.830621,8.925995,,
Penn North/Reservoir Hill,age5_,7.809268,,,,,6.703858,5.886379,6.850222,5.525417,5.627706,,
Penn North/Reservoir Hill,age64_,56.350848,,,,,55.578669,57.230859,56.940108,56.982118,58.225108,,
Penn North/Reservoir Hill,age65_,9.24,,,,,10.731846,11.244744,11.003879,11.593329,11.626469,,
Penn North/Reservoir Hill,baltvac,,8.768267,8.385744,5.979381,,,,6.748466,7.429719,5.15873,4.43038,
Penn North/Reservoir Hill,constper,,0.34,0.33557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Penn North/Reservoir Hill,crime,64.23252,62.991312,71.4729,60.819197,59.578,64.23252,66.714936,65.887464,67.128672,65.887464,49.131154,
Penn North/Reservoir Hill,dom,101.0,59.0,40.0,30.0,36.0,37.0,36.0,36.0,25.5,24.0,23.0,
Penn North/Reservoir Hill,domvio,63.19818,62.991312,58.853951,,,,,,,,,
Penn North/Reservoir Hill,fam,27.87194,,,,,23.425926,21.700743,22.951961,21.212853,22.03681,,
Penn North/Reservoir Hill,female,5167.0,,,,,,,,,,,
Penn North/Reservoir Hill,femhhs,66.807432,,,,,63.339921,65.524625,62.184024,53.644647,54.67706,,
Penn North/Reservoir Hill,fore,2.82,1.38,1.778523,3.119758,2.37936,1.977212,1.46228,0.532269,1.430472,1.101836,0.300501,
Penn North/Reservoir Hill,hh25inc,43.91,43.533496,42.919577,41.460944,40.3525,40.208333,42.355948,40.659086,40.541194,39.558282,,
Penn North/Reservoir Hill,hh40inc,20.42,17.204675,19.269479,21.185785,18.3913,15.208333,12.77881,13.808308,14.689539,14.871166,,
Penn North/Reservoir Hill,hh60inc,13.36,16.162257,13.886692,15.265593,19.9277,20.740741,20.283457,18.589,18.265281,15.680982,,
Penn North/Reservoir Hill,hh75inc,9.42,7.985798,8.255007,6.598584,5.85179,5.925926,5.52974,4.850313,4.155593,5.865031,,
Penn North/Reservoir Hill,hhchpov,,,,,47.183351,42.544197,40.456081,46.64,42.607527,38.382353,,
Penn North/Reservoir Hill,hhm75,12.9,15.113774,15.669245,15.489093,15.48,17.916667,19.052045,22.093293,22.348393,24.02454,,
Penn North/Reservoir Hill,hhpov,,,,,,29.264556,29.424539,25.964546,20.34851,17.498598,,
Penn North/Reservoir Hill,hhs,4248.0,,,,,,,,,4075.0,,
Penn North/Reservoir Hill,juvarr,,76.29705,52.899288,74.262462,55.95117,28.484232,,,,,,
Penn North/Reservoir Hill,juvdrug,,46.795524,31.536114,38.657172,38.657172,3.051882,,,,,,
Penn North/Reservoir Hill,juvviol,,7.121058,7.121058,6.103764,5.08647,8.138352,,,,,,
Penn North/Reservoir Hill,male,4501.0,,,,,,,,,,,
Penn North/Reservoir Hill,mhhi,27874.43,28502.535599,28724.282192,31316.638028,33263.809917,34879.263473,34231.957672,34873.326816,35011.518433,35095.08967,,
Penn North/Reservoir Hill,ownroc,39.0,38.21,37.181208,36.162362,35.690349,35.690349,35.094716,34.597472,34.597472,32.487479,32.487479,
Penn North/Reservoir Hill,p2more,1.727348,,,,,1.503404,1.007138,0.879932,1.275869,1.453309,3.877602,
Penn North/Reservoir Hill,paa,90.339264,,,,,84.984871,84.932043,83.990917,84.538879,84.766028,82.247275,
Penn North/Reservoir Hill,pasi,0.258585,,,,,0.349849,0.674685,0.624468,0.753466,0.824572,0.768087,
Penn North/Reservoir Hill,phisp,1.48945,,,,,1.853253,2.845409,,1.687764,1.958359,2.576809,
Penn North/Reservoir Hill,phsip,,,,,,,,2.876336,,,,
Penn North/Reservoir Hill,ppac,0.45511,,,,,0.784796,0.674685,0.662314,0.803697,0.597815,0.941526,
Penn North/Reservoir Hill,prop,,44.786926,50.786098,43.752586,41.0633,46.95904,48.820852,47.889946,46.855606,44.683492,33.616053,
Penn North/Reservoir Hill,pwhite,5.730244,,,,,10.523828,9.866041,10.966033,10.940325,10.399918,9.588702,
Penn North/Reservoir Hill,racdiv,19.26891,,,,,29.170369,30.63109,31.6312,29.092667,29.134729,,
Penn North/Reservoir Hill,reosa,,58.44,18.309859,4.0,2.439024,3.030303,2.941176,0.0,21.238938,12.0,11.320755,
Penn North/Reservoir Hill,resrehab,3.8,2.52,3.657718,4.159678,1.977212,4.121984,2.824859,4.657352,5.289421,6.426906,5.876461,
Penn North/Reservoir Hill,salepr,44000.0,39950.0,70000.0,83500.0,65000.0,78950.0,130000.0,127500.0,149999.5,95000.0,,
Penn North/Reservoir Hill,shomes,117.0,84.0,66.0,72.0,137.0,86.0,111.0,127.0,140.0,130.0,,
Penn North/Reservoir Hill,shoot,,3.62019,4.65453,,,6.102607,3.930492,5.999173,5.688871,4.344228,3.930492,
Penn North/Reservoir Hill,totalres,2976.0,2976.0,2980.0,2981.0,2984.0,2984.0,3009.0,3006.0,3006.0,2995.0,2995.0,
Penn North/Reservoir Hill,tpop,9668.0,,,,,,,,,,8072.0,
Penn North/Reservoir Hill,vacant,16.36,16.07,16.006711,16.269708,15.817694,16.353887,15.353938,16.267465,16.566866,16.828047,15.826377,
Penn North/Reservoir Hill,vio,8.1,9.811828,11.107383,15.632338,,4.253905,4.02127,7.451763,7.618097,3.973289,3.472454,
Penn North/Reservoir Hill,viol,18.82499,18.204386,20.686802,15.618535,17.2735,15.825403,15.308233,17.170046,20.273066,21.203972,15.515101,
Pimlico/Arlington/Hilltop,Hhsi,,,,,,,,,,,,2.66
Pimlico/Arlington/Hilltop,affordm,42.963885,42.186535,42.963885,50.222788,46.9402,45.817634,50.040096,45.446661,35.894942,31.009365,,
Pimlico/Arlington/Hilltop,affordr,55.725971,52.483359,46.736981,50.222788,53.343,53.20129,54.133207,53.013764,45.970149,46.200302,,
Pimlico/Arlington/Hilltop,age18_,16.807718,,,,,12.7503,10.456567,9.698174,9.754911,10.401498,,
Pimlico/Arlington/Hilltop,age24_,9.664861,,,,,10.003423,10.846873,9.688712,9.433962,6.87539,,
Pimlico/Arlington/Hilltop,age5_,6.288084,,,,,5.878829,5.573205,5.856751,6.846917,5.689619,,
Pimlico/Arlington/Hilltop,age64_,49.949221,,,,,54.270067,54.143596,52.644526,49.834663,50.540878,,
Pimlico/Arlington/Hilltop,age65_,17.29,,,,,17.097381,18.979759,22.111836,24.129547,26.492615,,
Pimlico/Arlington/Hilltop,baltvac,,23.94636,22.350674,19.281664,,,,18.787879,16.48855,15.210356,12.22031,
Pimlico/Arlington/Hilltop,constper,,0.0,0.253807,0.762777,0.510856,0.0,0.0,0.0,0.0,0.0,0.0,
Pimlico/Arlington/Hilltop,crime,58.056872,54.587001,57.0413,58.226134,55.6872,61.611374,67.9587,65.165877,53.740691,54.248477,46.462424,
Pimlico/Arlington/Hilltop,dom,80.0,52.0,40.0,35.0,48.0,36.0,31.0,34.0,32.0,26.5,22.0,
Pimlico/Arlington/Hilltop,domvio,51.117129,50.947867,50.524712,,,,,,,,,
Pimlico/Arlington/Hilltop,fam,31.72043,,,,,28.606417,24.580454,22.684263,23.523369,21.485685,,
Pimlico/Arlington/Hilltop,female,6358.0,,,,,,,,,,,
Pimlico/Arlington/Hilltop,femhhs,63.276836,,,,,58.047945,55.120482,62.129528,60.69869,68.787515,,
Pimlico/Arlington/Hilltop,fore,2.29,0.93,1.979695,2.873125,2.19668,1.83908,1.958258,0.593242,1.263864,1.393189,0.412797,
Pimlico/Arlington/Hilltop,hh25inc,44.8,42.243251,45.27916,42.20808,40.7453,40.533921,42.497532,42.131474,41.063174,39.927779,,
Pimlico/Arlington/Hilltop,hh40inc,19.56,15.634709,14.545889,15.784982,15.3292,14.376684,14.28924,16.459163,15.742167,15.965953,,
Pimlico/Arlington/Hilltop,hh60inc,17.7,21.831513,15.999621,18.642831,20.7205,19.421994,14.758144,15.313745,15.716487,15.733815,,
Pimlico/Arlington/Hilltop,hh75inc,4.56,6.787796,11.067219,7.305473,5.56522,5.437179,8.292201,6.424303,8.397535,9.672427,,
Pimlico/Arlington/Hilltop,hhchpov,,,,,41.002686,39.779513,41.500853,38.960245,37.264151,32.449903,,
Pimlico/Arlington/Hilltop,hhm75,13.39,13.502731,13.10811,16.058634,17.64,20.230223,20.162883,19.671315,19.080637,18.700026,,
Pimlico/Arlington/Hilltop,hhpov,,,,,,17.44186,19.0,19.119025,20.401003,18.216216,,
Pimlico/Arlington/Hilltop,hhs,4464.0,,,,,,,,,3877.0,,
Pimlico/Arlington/Hilltop,juvarr,,50.88853,62.197092,67.851373,47.657512,34.733441,,,,,,
Pimlico/Arlington/Hilltop,juvdrug,,31.502423,32.310178,34.733441,25.040388,16.962843,,,,,,
Pimlico/Arlington/Hilltop,juvviol,,7.26979,12.924071,7.26979,8.885299,4.038772,,,,,,
Pimlico/Arlington/Hilltop,male,5458.0,,,,,,,,,,,
Pimlico/Arlington/Hilltop,mhhi,28815.03,32171.282828,30030.985537,31947.559937,32409.831839,33139.182464,30610.564885,30582.407767,32189.644628,32883.2815,,
Pimlico/Arlington/Hilltop,ownroc,56.0,54.49,54.111675,53.063819,51.851852,51.851852,50.115949,49.393861,49.393861,44.298246,44.298246,
Pimlico/Arlington/Hilltop,p2more,1.244076,,,,,1.043984,1.561224,1.154319,1.001751,1.393801,2.495734,
Pimlico/Arlington/Hilltop,paa,94.355112,,,,,95.995208,95.180176,95.212414,94.728652,93.623882,90.688993,
Pimlico/Arlington/Hilltop,pasi,0.220041,,,,,0.282389,0.26323,0.208156,0.437658,0.634491,0.59727,
Pimlico/Arlington/Hilltop,phisp,1.108666,,,,,0.898511,0.599074,,0.816962,0.634491,2.570392,
Pimlico/Arlington/Hilltop,phsip,,,,,,,,0.567698,,,,
Pimlico/Arlington/Hilltop,ppac,0.296209,,,,,0.0,0.117999,0.236541,0.359852,0.561681,0.575939,
Pimlico/Arlington/Hilltop,prop,,37.914692,38.337847,42.315504,36.9837,39.43805,42.738659,39.861205,34.275559,35.121869,26.066351,
Pimlico/Arlington/Hilltop,pwhite,2.775897,,,,,1.779908,2.278297,2.620872,2.655125,3.151654,3.071672,
Pimlico/Arlington/Hilltop,racdiv,12.037832,,,,,8.827974,10.433732,10.300265,11.410513,13.13491,,
Pimlico/Arlington/Hilltop,reosa,,52.24,44.642857,1.449275,4.651163,5.454545,1.769912,0.0,21.052632,18.699187,10.97561,
Pimlico/Arlington/Hilltop,resrehab,1.71,1.49,1.725888,1.500127,1.353768,1.455939,1.752126,2.553521,2.321383,3.384224,5.933953,
Pimlico/Arlington/Hilltop,salepr,48094.0,21500.0,18652.0,57500.0,30000.0,19800.0,40000.0,48600.0,69680.0,81340.0,,
Pimlico/Arlington/Hilltop,shomes,72.0,67.0,38.0,34.0,79.0,63.0,88.0,88.0,111.0,146.0,,
Pimlico/Arlington/Hilltop,shoot,,2.708192,4.146919,,,8.293839,4.23155,9.394042,6.431957,6.68585,10.240352,
Pimlico/Arlington/Hilltop,totalres,3980.0,3962.0,3940.0,3933.0,3915.0,3915.0,3881.0,3877.0,3877.0,3876.0,3876.0,
Pimlico/Arlington/Hilltop,tpop,11816.0,,,,,,,,,,9376.0,
Pimlico/Arlington/Hilltop,vacant,13.07,12.98,13.172589,13.450292,14.176245,14.8659,15.434166,17.023472,16.894506,15.944272,14.98968,
Pimlico/Arlington/Hilltop,vio,4.32,6.537102,5.888325,6.839563,,4.509147,2.911621,6.112974,6.912561,4.050568,4.618163,
Pimlico/Arlington/Hilltop,viol,23.442789,16.672309,18.703453,14.133378,17.434,20.903859,24.204469,24.119838,19.465132,19.126608,20.396073,
Poppleton/The Terraces/Hollins Market,Hhsi,,,,,,,,,,,,2.23
Poppleton/The Terraces/Hollins Market,affordm,30.501931,29.262673,30.501931,41.27907,43.0605,31.677019,30.594901,26.190476,28.501229,24.038462,,
Poppleton/The Terraces/Hollins Market,affordr,55.594652,60.025957,39.050132,41.27907,55.6475,53.483146,54.540451,54.218289,54.410857,51.684717,,
Poppleton/The Terraces/Hollins Market,age18_,18.147857,,,,,19.100895,20.383172,21.348779,16.229435,17.269737,,
Poppleton/The Terraces/Hollins Market,age24_,10.519072,,,,,11.228641,9.638554,9.040132,8.337039,6.476151,,
Poppleton/The Terraces/Hollins Market,age5_,7.373181,,,,,6.7738,7.584436,7.964419,5.735883,7.03125,,
Poppleton/The Terraces/Hollins Market,age64_,54.620527,,,,,53.885273,54.829153,53.247828,60.960427,60.464638,,
Poppleton/The Terraces/Hollins Market,age65_,9.34,,,,,9.011391,7.564685,8.398842,8.737217,8.758224,,
Poppleton/The Terraces/Hollins Market,baltvac,,39.737991,34.92823,33.962264,,,,36.923077,42.702703,29.530201,16.666667,
Poppleton/The Terraces/Hollins Market,constper,,0.0,1.46092,0.0,2.201027,0.0,0.0,0.0,0.0,0.0,0.0,
Poppleton/The Terraces/Hollins Market,crime,80.220212,89.854503,69.799449,84.939048,81.9898,85.725521,86.708612,82.972867,79.237122,64.883995,49.35116,
Poppleton/The Terraces/Hollins Market,dom,116.0,53.0,42.0,38.0,27.0,69.0,39.0,17.0,22.0,59.5,34.5,
Poppleton/The Terraces/Hollins Market,domvio,64.490759,68.61974,69.602831,,,,,,,,,
Poppleton/The Terraces/Hollins Market,fam,30.536451,,,,,27.871854,30.088889,32.185557,24.233716,26.638773,,
Poppleton/The Terraces/Hollins Market,female,2683.0,,,,,,,,,,,
Poppleton/The Terraces/Hollins Market,femhhs,74.774775,,,,,85.057471,87.149188,86.329866,84.189723,77.486911,,
Poppleton/The Terraces/Hollins Market,fore,3.0,1.53,1.387874,2.775749,2.56786,1.907557,1.687454,4.465593,1.24451,0.662739,0.515464,
Poppleton/The Terraces/Hollins Market,hh25inc,57.72,60.798548,62.886733,62.386336,61.9875,57.208238,57.288889,57.245337,55.45977,51.929335,,
Poppleton/The Terraces/Hollins Market,hh40inc,13.18,12.109476,13.531575,12.515039,13.7,15.148741,16.044444,14.777618,14.032567,15.946072,,
Poppleton/The Terraces/Hollins Market,hh60inc,9.04,6.393674,6.131673,10.13352,9.64785,10.251716,9.244444,7.651841,8.62069,7.763831,,
Poppleton/The Terraces/Hollins Market,hh75inc,4.68,7.745288,4.961429,4.992059,5.1616,6.132723,7.111111,6.838833,5.651341,6.043701,,
Poppleton/The Terraces/Hollins Market,hhchpov,,,,,71.597168,65.72327,65.254237,57.445307,59.105099,51.431049,,
Poppleton/The Terraces/Hollins Market,hhm75,15.39,12.953014,12.488591,9.973047,9.5,11.258581,10.311111,13.48637,16.235632,18.317062,,
Poppleton/The Terraces/Hollins Market,hhpov,,,,,,48.72093,47.654584,44.972376,42.782152,40.632603,,
Poppleton/The Terraces/Hollins Market,hhs,2181.0,,,,,,,,,2151.0,,
Poppleton/The Terraces/Hollins Market,juvarr,,88.447653,88.447653,93.862816,54.151625,21.66065,,,,,,
Poppleton/The Terraces/Hollins Market,juvdrug,,48.736462,34.296029,52.34657,12.635379,9.025271,,,,,,
Poppleton/The Terraces/Hollins Market,juvviol,,14.440433,18.050542,7.220217,27.075812,5.415162,,,,,,
Poppleton/The Terraces/Hollins Market,male,2403.0,,,,,,,,,,,
Poppleton/The Terraces/Hollins Market,mhhi,22050.03,19183.373684,19277.122744,19026.431907,17228.32783,18755.406404,19974.005,20409.009091,20365.780488,23403.16538,,
Poppleton/The Terraces/Hollins Market,ownroc,33.0,31.16,30.82542,30.82542,30.300807,30.300807,29.420396,29.355783,29.355783,27.761414,27.761414,
Poppleton/The Terraces/Hollins Market,p2more,1.356665,,,,,1.627339,1.639344,1.737691,1.489551,2.158717,3.807107,
Poppleton/The Terraces/Hollins Market,paa,82.854896,,,,,79.149715,80.604385,81.588746,79.768786,77.07648,78.362944,
Poppleton/The Terraces/Hollins Market,pasi,0.963429,,,,,1.423922,1.343077,1.117087,1.111605,0.493421,1.649746,
Poppleton/The Terraces/Hollins Market,phisp,1.671254,,,,,1.810415,2.034367,,2.401067,2.261513,4.230118,
Poppleton/The Terraces/Hollins Market,phsip,,,,,,,,1.365329,,,,
Poppleton/The Terraces/Hollins Market,ppac,0.43256,,,,,0.081367,0.098756,0.103434,0.155625,0.102796,1.311337,
Poppleton/The Terraces/Hollins Market,prop,,59.771923,46.991742,58.002359,58.7888,57.609123,50.334251,49.744396,50.530869,40.699961,30.279198,
Poppleton/The Terraces/Hollins Market,pwhite,12.721195,,,,,15.907242,14.280071,14.087712,15.073366,17.907072,10.638748,
Poppleton/The Terraces/Hollins Market,racdiv,30.896651,,,,,36.355838,34.490326,32.513167,35.131445,38.343089,,
Poppleton/The Terraces/Hollins Market,reosa,,37.93,26.086957,9.677419,6.060606,3.225806,1.538462,0.0,14.285714,7.407407,7.407407,
Poppleton/The Terraces/Hollins Market,resrehab,2.63,8.25,2.556611,3.287071,1.687454,2.201027,2.274395,4.685212,4.026354,5.693431,5.375552,
Poppleton/The Terraces/Hollins Market,salepr,48000.0,69900.0,69000.0,117450.0,73600.0,59000.0,100000.0,82000.0,120000.0,110000.0,,
Poppleton/The Terraces/Hollins Market,shomes,41.0,31.0,39.0,30.0,44.0,19.0,69.0,55.0,78.0,81.0,,
Poppleton/The Terraces/Hollins Market,shoot,,2.752654,2.752654,,,9.044436,8.454581,6.4884,8.257963,7.078254,8.061345,
Poppleton/The Terraces/Hollins Market,totalres,1367.0,1370.0,1369.0,1369.0,1363.0,1363.0,1363.0,1366.0,1366.0,1358.0,1358.0,
Poppleton/The Terraces/Hollins Market,tpop,5086.0,,,,,,,,,,4728.0,
Poppleton/The Terraces/Hollins Market,vacant,18.73,16.56,15.266618,15.485756,16.434336,15.260455,12.179017,14.275256,13.543192,10.972018,9.278351,
Poppleton/The Terraces/Hollins Market,vio,7.17,9.489051,21.110299,28.926224,,7.190022,6.382979,8.491947,4.31918,6.40648,5.596465,
Poppleton/The Terraces/Hollins Market,viol,26.543453,30.08258,22.807707,25.560362,22.2179,27.526543,34.801416,30.475816,28.706252,24.184035,19.071962,
Sandtown-Winchester/Harlem Park,Hhsi,,,,,,,,,,,,2.64
Sandtown-Winchester/Harlem Park,affordm,37.637131,38.309353,37.637131,35.646958,38.8707,41.00895,40.966719,41.274238,46.033403,40.024331,,
Sandtown-Winchester/Harlem Park,affordr,56.330057,58.274598,36.693192,35.646958,52.368,51.327434,53.07474,52.982811,54.284739,54.527095,,
Sandtown-Winchester/Harlem Park,age18_,18.280075,,,,,19.50638,18.665052,18.600424,20.923784,21.121638,,
Sandtown-Winchester/Harlem Park,age24_,11.526584,,,,,10.729475,9.574754,9.110875,8.445571,7.528337,,
Sandtown-Winchester/Harlem Park,age5_,7.498657,,,,,6.508571,6.452698,6.906998,6.821423,6.538657,,
Sandtown-Winchester/Harlem Park,age64_,50.879431,,,,,51.849465,52.758713,51.401091,49.342418,49.560142,,
Sandtown-Winchester/Harlem Park,age65_,11.82,,,,,11.406109,12.548782,13.980612,14.466804,15.251227,,
Sandtown-Winchester/Harlem Park,baltvac,,21.116139,21.304131,17.146974,,,,19.471947,18.363463,17.925013,16.213389,
Sandtown-Winchester/Harlem Park,constper,,0.0,0.164745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sandtown-Winchester/Harlem Park,crime,69.48174,64.178303,63.305585,68.676155,63.1042,72.435553,72.905478,66.527927,63.305585,57.330827,53.772825,
Sandtown-Winchester/Harlem Park,dom,90.0,56.0,41.0,25.5,39.0,35.0,38.0,33.0,26.0,35.5,36.0,
Sandtown-Winchester/Harlem Park,domvio,59.546187,67.870569,67.937701,,,,,,,,,
Sandtown-Winchester/Harlem Park,fam,34.813211,,,,,32.498544,31.23657,31.716738,31.537102,29.448261,,
Sandtown-Winchester/Harlem Park,female,8086.0,,,,,,,,,,,
Sandtown-Winchester/Harlem Park,femhhs,73.354069,,,,,79.21147,76.797999,74.966171,72.759104,68.773514,,
Sandtown-Winchester/Harlem Park,fore,1.6,0.79,1.103789,1.566623,1.20522,1.717022,1.211417,1.5405,0.712274,0.768717,0.250668,
Sandtown-Winchester/Harlem Park,hh25inc,51.59,52.94404,51.19261,48.923786,51.3013,51.349253,50.400469,49.699571,48.741166,51.98316,,
Sandtown-Winchester/Harlem Park,hh40inc,20.26,20.298228,19.00478,18.250975,13.9773,14.851485,14.670834,15.27897,15.85689,14.491469,,
