CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,20_1
Edmondson Village,wlksc,,52.355932,,,,,,54.316,,,,
Fells Point,CSA2010,,,,,,,,,,,,Fells Point
Fells Point,arrest,,,,,23.529412,15.318627,11.616329,,,,,
Fells Point,banks,,0.553159,0.553159,0.553159,0.442527,0.442527,0.442527,0.442527,0.442527,0.442527,,
Fells Point,biz1_,8.350305,7.575758,7.392996,5.871212,6.95187,6.47619,4.418605,4.060914,5.361305,4.398148,,
Fells Point,biz2_,20.570265,12.121212,19.066148,23.484848,14.4385,14.095238,16.046512,22.84264,18.181818,10.416667,,
Fells Point,biz4_,34.623218,30.519481,31.712062,39.583333,42.959,34.0,28.139535,33.756345,27.505828,20.833333,,
Fells Point,bkln,,,3.770794,,,,,,,,6.56558,
Fells Point,busload,,,,,,,,146.366,184.996,,,
Fells Point,clogged,9.514327,8.961168,6.859166,8.076115,6.306007,3.429583,7.854851,7.965483,3.87211,5.19969,5.531585,
Fells Point,cmos,,5.0,,,2.0,,,,,,,
Fells Point,comprop,526.0,527.0,528.0,525.0,516.0,516.0,488.0,487.0,487.0,461.0,,
Fells Point,crehab,9.885932,13.092979,20.265152,11.809524,13.953488,16.27907,16.188525,14.989733,10.882957,18.872017,,
Fells Point,dirtyst,49.673636,41.48689,53.324483,56.532802,48.788583,53.435115,56.311539,72.353136,39.052993,53.435114,31.640668,
Fells Point,elheat,,43.550241,45.349092,46.140389,44.09,43.129103,40.858041,42.369478,38.377778,37.63223,,
Fells Point,hcvhouse,,,,,12.78079,11.525163,11.889597,12.063228,13.882863,14.315789,,
Fells Point,heatgas,,54.288342,52.265266,51.497923,51.2344,51.028446,53.728661,53.101294,57.422222,59.959487,,
Fells Point,hfai,,,10.2,,,11.25,,,,,,
Fells Point,kra,,,,,,,28.571429,33.333333,,,,
Fells Point,nohhint,,,,,,,,10.174029,8.555556,7.945082,,
Fells Point,novhcl,,17.728213,16.042898,13.47037,12.8468,13.851204,11.949686,13.453815,13.6,13.99955,,
Fells Point,numbus,491.0,462.0,514.0,528.0,561.0,525.0,430.0,394.0,429.0,432.0,,
Fells Point,palg1,,,,,,12.5,37.5,5.55556,,,,
Fells Point,palg2,,,,,,0.0,4.34783,25.0,,,,
Fells Point,pmath3,,,,,,14.8936,35.7143,38.8889,,,,
Fells Point,pmath5,,,,,,13.9535,36.3636,32.1429,,,,
Fells Point,pmath8,,,,,,33.3333,15.7895,12.5,,,,
Fells Point,prbprl,,,,1.127451,,,,,,,,
Fells Point,pread3,,,,,,27.6596,23.8095,47.2222,,,,
Fells Point,pread5,,,,,,25.5814,39.3939,19.0476,,,,
Fells Point,pread8,,,,,,23.8095,27.2727,19.0476,,,,
Fells Point,pubtran,,8.297592,9.035005,8.936508,7.60953,10.8203,8.292919,8.585941,8.215434,8.129544,,
Fells Point,regvote,74.191176,,68.884804,,79.313725,,83.982843,,87.242647,,,
Fells Point,smlbus,474.0,445.0,495.0,505.0,528.0,492.0,399.0,361.0,403.0,405.0,,
Fells Point,trees,,7.371965,,,,,,8.65078,,,,
Fells Point,voted,41.4,,43.762255,,34.317058,,52.622549,,51.102683,,,
Fells Point,walked,,17.123062,16.209398,14.952381,16.6334,19.103096,17.717426,17.630673,17.861736,20.142102,,
Fells Point,wlksc,,93.928571,,,,,,94.564,,,,
Forest Park/Walbrook,CSA2010,,,,,,,,,,,,Forest Park/Walbrook
Forest Park/Walbrook,arrest,,,,,24.807416,16.712365,8.731851,,,,,
Forest Park/Walbrook,banks,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Forest Park/Walbrook,biz1_,13.69863,11.971831,7.746479,9.202454,7.74194,7.94702,7.751938,5.128205,7.692308,3.90625,,
Forest Park/Walbrook,biz2_,26.027397,23.943662,24.647887,23.312883,15.4839,13.245033,21.705426,23.076923,22.307692,12.5,,
Forest Park/Walbrook,biz4_,39.726027,42.957746,41.549296,47.239264,47.7419,29.0,27.906977,29.059829,31.538462,22.65625,,
Forest Park/Walbrook,bkln,,,0.859571,,,,,,,,3.373429,
Forest Park/Walbrook,busload,,,,,,,,267.337,298.858,,,
Forest Park/Walbrook,clogged,2.741395,7.107321,9.747182,7.310387,3.85826,2.639862,3.756727,2.233729,5.076658,2.741395,3.452127,
Forest Park/Walbrook,cmos,,8.0,,,2.0,,,,,,,
Forest Park/Walbrook,comprop,53.0,52.0,52.0,52.0,52.0,52.0,49.0,49.0,49.0,49.0,,
Forest Park/Walbrook,crehab,20.754717,3.846154,7.692308,5.769231,5.769231,9.615385,8.163265,18.367347,6.122449,6.122449,,
Forest Park/Walbrook,dirtyst,40.511727,53.101838,54.320236,41.730125,35.232003,49.040512,33.607473,53.914103,35.841202,60.006092,47.517514,
Forest Park/Walbrook,elheat,,13.181944,13.185268,14.416215,12.6593,15.09636,18.661882,20.938446,24.309258,27.497551,,
Forest Park/Walbrook,hcvhouse,,,,,209.77354,209.119497,173.706692,157.335907,157.324541,166.101695,,
Forest Park/Walbrook,heatgas,,73.88535,77.958954,78.789609,79.2693,78.238758,74.750064,71.039354,69.0984,66.429971,,
Forest Park/Walbrook,hfai,,,7.833333,,,9.9375,,,,,,
Forest Park/Walbrook,kra,,,,,,,54.054054,50.0,,,,
Forest Park/Walbrook,nohhint,,,,,,,,31.23108,27.096461,25.367287,,
Forest Park/Walbrook,novhcl,,27.970091,28.788305,32.543534,30.5579,29.229122,29.351448,27.371342,26.127,29.578844,,
Forest Park/Walbrook,numbus,146.0,142.0,142.0,163.0,155.0,151.0,129.0,117.0,130.0,128.0,,
Forest Park/Walbrook,palg1,,,,,,6.17284,14.7826,7.40741,,,,
Forest Park/Walbrook,palg2,,,,,,7.5,1.66667,6.32911,,,,
Forest Park/Walbrook,pmath3,,,,,,15.625,23.2558,20.1835,,,,
Forest Park/Walbrook,pmath5,,,,,,14.8936,26.8519,14.8936,,,,
Forest Park/Walbrook,pmath8,,,,,,5.31915,6.59341,6.09756,,,,
Forest Park/Walbrook,prbprl,,,,6.489098,,,,,,,,
Forest Park/Walbrook,pread3,,,,,,24.2188,18.3333,20.1835,,,,
Forest Park/Walbrook,pread5,,,,,,8.51064,15.7407,10.4651,,,,
Forest Park/Walbrook,pread8,,,,,,8.65385,13.7255,10.4651,,,,
Forest Park/Walbrook,pubtran,,21.492271,20.367437,21.741894,21.7099,19.086413,22.451193,23.400936,21.723273,19.694118,,
Forest Park/Walbrook,regvote,81.133307,,76.772425,,82.895939,,85.272229,,86.368978,,,
Forest Park/Walbrook,smlbus,144.0,141.0,142.0,160.0,153.0,148.0,119.0,113.0,124.0,124.0,,
Forest Park/Walbrook,trees,,52.894659,,,,,,53.111965,,,,
Forest Park/Walbrook,voted,45.2,,54.027941,,36.730194,,49.797624,,42.690854,,,
Forest Park/Walbrook,walked,,1.248514,1.488755,0.34965,1.79315,2.647658,3.145336,3.692148,3.875085,3.2,,
Forest Park/Walbrook,wlksc,,41.48855,,,,,,49.015,,,,
Glen-Fallstaff,CSA2010,,,,,,,,,,,,Glen-Fallstaff
Glen-Fallstaff,arrest,,,,,22.352132,17.022008,13.611372,,,,,
Glen-Fallstaff,banks,,0.268204,0.268204,0.201153,0.335255,0.335255,0.335255,0.335255,0.268204,0.268204,,
Glen-Fallstaff,biz1_,8.016878,6.25,7.528409,4.605263,6.39777,4.013378,4.675716,5.298013,7.165109,4.562738,,
Glen-Fallstaff,biz2_,20.956399,14.583333,15.482955,18.684211,12.5174,12.207358,12.669683,18.377483,18.068536,13.307985,,
Glen-Fallstaff,biz4_,33.755274,32.589286,31.392045,34.736842,33.6579,26.0,22.775264,26.986755,23.05296,22.43346,,
Glen-Fallstaff,bkln,,,1.684996,,,,,,,,2.27493,
Glen-Fallstaff,busload,,,,,,,,373.676,407.042,,,
Glen-Fallstaff,clogged,1.408073,3.620759,4.492423,2.078584,2.078584,1.005766,1.676277,2.547942,3.620759,2.614993,1.676277,
Glen-Fallstaff,cmos,,2.0,,,2.0,,,,,,,
Glen-Fallstaff,comprop,333.0,332.0,332.0,332.0,334.0,334.0,336.0,336.0,336.0,335.0,,
Glen-Fallstaff,crehab,7.507508,13.554217,7.53012,8.13253,8.982036,9.580838,10.119048,21.428571,12.797619,11.343284,,
Glen-Fallstaff,dirtyst,26.015824,24.5407,33.458495,18.170846,16.628671,21.054043,13.276116,18.506102,15.421751,24.808904,26.284028,
Glen-Fallstaff,elheat,,30.250118,30.3385,28.25922,25.8286,28.0592,26.052753,28.38619,28.364994,29.659383,,
Glen-Fallstaff,hcvhouse,,,,,199.41691,202.561118,188.244854,196.583514,214.097689,209.09611,,
Glen-Fallstaff,heatgas,,61.333963,62.859854,64.486265,66.9314,66.31065,67.838963,65.50539,64.604644,63.014139,,
Glen-Fallstaff,hfai,,,10.293103,,,9.145833,,,,,,
Glen-Fallstaff,kra,,,,,,,35.971223,36.363636,,,,
Glen-Fallstaff,nohhint,,,,,,,,30.823309,27.374574,27.361825,,
Glen-Fallstaff,novhcl,,28.378166,28.614363,27.333435,26.1188,24.946597,25.929354,26.37088,27.114791,29.41838,,
Glen-Fallstaff,numbus,711.0,672.0,704.0,760.0,719.0,598.0,663.0,604.0,642.0,526.0,,
Glen-Fallstaff,palg1,,,,,,12.9032,18.0952,8.26446,,,,
Glen-Fallstaff,palg2,,,,,,5.88235,10.1266,13.2353,,,,
Glen-Fallstaff,pmath3,,,,,,21.6418,27.1186,16.2791,,,,
Glen-Fallstaff,pmath5,,,,,,11.4943,8.33333,20.6612,,,,
Glen-Fallstaff,pmath8,,,,,,4.42478,14.6067,4.21053,,,,
Glen-Fallstaff,prbprl,,,,3.284044,,,,,,,,
Glen-Fallstaff,pread3,,,,,,23.8806,18.8034,14.8438,,,,
Glen-Fallstaff,pread5,,,,,,16.092,9.09091,14.6341,,,,
Glen-Fallstaff,pread8,,,,,,17.5573,23.0769,14.6341,,,,
Glen-Fallstaff,pubtran,,19.470455,22.861381,23.627436,23.739,21.26802,22.100141,20.122862,18.910363,18.057022,,
Glen-Fallstaff,regvote,77.114856,,66.832875,,78.971802,,79.393053,,83.106946,,,
Glen-Fallstaff,smlbus,683.0,646.0,656.0,724.0,675.0,554.0,612.0,556.0,596.0,479.0,,
Glen-Fallstaff,trees,,28.221326,,,,,,27.937018,,,,
Glen-Fallstaff,voted,49.1,,48.667469,,40.6597,,49.957015,,47.119065,,,
Glen-Fallstaff,walked,,4.326768,5.884292,5.594406,5.23874,4.975973,3.971119,4.051137,2.882373,4.294263,,
Glen-Fallstaff,wlksc,,65.692308,,,,,,68.056,,,,
Greater Charles Village/Barclay,CSA2010,,,,,,,,,,,,Greater Charles Village/Barclay
Greater Charles Village/Barclay,arrest,,,,,34.913879,23.209417,21.719236,,,,,
Greater Charles Village/Barclay,banks,,0.244036,0.183027,0.183027,0.244036,0.244036,0.244036,0.244036,0.244036,0.183027,,
Greater Charles Village/Barclay,biz1_,10.180995,9.976247,9.821429,5.527638,5.97345,8.628842,5.542453,6.017926,5.854241,10.539216,,
Greater Charles Village/Barclay,biz2_,21.945701,18.527316,22.209821,23.015075,14.1593,15.484634,20.04717,25.480154,16.60693,18.014706,,
Greater Charles Village/Barclay,biz4_,40.045249,36.460808,36.71875,39.899497,39.6018,35.0,31.485849,34.955186,25.328554,26.348039,,
Greater Charles Village/Barclay,bkln,,,9.23957,,,,,,,,10.882765,
Greater Charles Village/Barclay,busload,,,,,,,,625.953,633.67,,,
Greater Charles Village/Barclay,clogged,3.477518,4.148618,3.599536,4.331645,0.854127,1.098164,2.074309,3.111464,2.6844,3.477518,2.806418,
Greater Charles Village/Barclay,cmos,,37.0,,,37.0,,,,,,,
Greater Charles Village/Barclay,comprop,630.0,626.0,614.0,615.0,610.0,610.0,605.0,604.0,604.0,599.0,,
Greater Charles Village/Barclay,crehab,18.888889,17.731629,20.684039,18.04878,14.754098,18.688525,15.371901,24.834437,18.708609,19.365609,,
Greater Charles Village/Barclay,dirtyst,56.677445,56.799463,62.35129,69.367336,52.833872,86.083826,54.664145,71.624672,72.661827,76.200354,55.152218,
Greater Charles Village/Barclay,elheat,,22.015748,25.20091,26.512188,28.003,28.298481,27.411477,24.750156,25.884573,26.181818,,
Greater Charles Village/Barclay,hcvhouse,,,,,68.711412,64.792663,69.184972,69.969578,63.745893,65.685164,,
Greater Charles Village/Barclay,heatgas,,63.952756,61.06141,59.343966,59.0396,59.741237,61.248474,63.757027,62.069508,64.474308,,
Greater Charles Village/Barclay,hfai,,,15.326087,,,10.87931,,,,,,
Greater Charles Village/Barclay,kra,,,,,,,41.25,47.761194,,,,
Greater Charles Village/Barclay,nohhint,,,,,,,,20.986883,17.156786,14.27668,,
Greater Charles Village/Barclay,novhcl,,42.15748,43.593632,45.395727,42.1646,42.018956,39.911477,38.585259,35.24139,35.051383,,
Greater Charles Village/Barclay,numbus,884.0,842.0,896.0,995.0,904.0,846.0,848.0,781.0,837.0,816.0,,
Greater Charles Village/Barclay,palg1,,,,,,10.5263,8.19672,14.2857,,,,
Greater Charles Village/Barclay,palg2,,,,,,4.34783,8.69565,10.2041,,,,
Greater Charles Village/Barclay,pmath3,,,,,,21.4286,15.5844,18.0556,,,,
Greater Charles Village/Barclay,pmath5,,,,,,16.3934,18.5714,21.4286,,,,
Greater Charles Village/Barclay,pmath8,,,,,,5.66038,9.61538,4.34783,,,,
Greater Charles Village/Barclay,prbprl,,,,2.686706,,,,,,,,
Greater Charles Village/Barclay,pread3,,,,,,22.8571,9.09091,19.4444,,,,
Greater Charles Village/Barclay,pread5,,,,,,13.1148,11.4286,25.4902,,,,
Greater Charles Village/Barclay,pread8,,,,,,17.4603,7.27273,25.4902,,,,
Greater Charles Village/Barclay,pubtran,,20.978429,20.427313,21.392424,21.3291,21.539831,23.387961,22.502613,22.439427,21.70056,,
Greater Charles Village/Barclay,regvote,56.227971,,55.968611,,52.962692,,59.373546,,60.823303,,,
Greater Charles Village/Barclay,smlbus,862.0,823.0,870.0,959.0,868.0,796.0,767.0,715.0,784.0,747.0,,
Greater Charles Village/Barclay,trees,,23.199647,,,,,,23.270912,,,,
Greater Charles Village/Barclay,voted,39.4,,36.470041,,35.02009,,37.500831,,49.726656,,,
Greater Charles Village/Barclay,walked,,23.473847,22.029739,17.758013,20.9961,18.750927,18.057896,17.69449,19.534692,18.779855,,
Greater Charles Village/Barclay,wlksc,,89.855932,,,,,,87.102,,,,
Greater Govans,CSA2010,,,,,,,,,,,,Greater Govans
Greater Govans,arrest,,,,,58.721506,32.581764,17.320476,,,,,
Greater Govans,banks,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Greater Govans,biz1_,7.38255,9.150327,5.128205,6.989247,8.04598,9.859155,6.870229,2.564103,7.758621,8.724832,,
Greater Govans,biz2_,26.845638,15.686275,17.948718,28.494624,17.8161,17.840376,18.320611,18.803419,18.103448,16.107383,,
Greater Govans,biz4_,38.255034,36.601307,37.820513,46.236559,45.977,36.0,30.534351,30.769231,26.724138,22.147651,,
Greater Govans,bkln,,,1.570806,,,,,,,,1.680564,
Greater Govans,busload,,,,,,,,327.123,294.531,,,
Greater Govans,clogged,6.179197,7.021814,5.430203,5.055706,2.527853,3.276847,4.213089,4.119464,3.651344,4.962082,3.464095,
Greater Govans,cmos,,16.0,,,11.0,,,,,,,
Greater Govans,comprop,122.0,121.0,120.0,120.0,120.0,120.0,126.0,125.0,125.0,127.0,,
Greater Govans,crehab,4.098361,3.305785,10.0,4.166667,4.166667,4.166667,7.142857,10.4,14.4,11.811024,,
Greater Govans,dirtyst,46.343975,51.212433,69.937272,43.816122,40.6329,58.140624,37.356053,57.859751,26.495646,52.429548,41.194645,
Greater Govans,elheat,,25.534442,24.46198,26.899767,27.0159,30.061958,27.540173,27.966102,27.071267,29.632466,,
Greater Govans,hcvhouse,,,,,199.106256,212.972421,233.619764,244.546498,336.963097,334.689134,,
Greater Govans,heatgas,,62.042755,62.76901,58.717949,60.7195,59.281289,61.236094,62.637089,63.334173,61.94487,,
Greater Govans,hfai,,,8.909091,,,9.666667,,,,,,
Greater Govans,kra,,,,,,,36.448598,32.786885,,,,
Greater Govans,nohhint,,,,,,,,21.610169,20.120876,19.959163,,
Greater Govans,novhcl,,32.446556,32.783357,32.191142,29.4061,31.57373,29.962917,28.439681,29.111055,33.282287,,
Greater Govans,numbus,149.0,153.0,156.0,186.0,174.0,213.0,131.0,117.0,116.0,149.0,,
Greater Govans,palg1,,,,,,3.2967,5.26316,6.06061,,,,
Greater Govans,palg2,,,,,,1.75439,2.32558,3.125,,,,
Greater Govans,pmath3,,,,,,14.4828,14.9606,15.9722,,,,
Greater Govans,pmath5,,,,,,5.64516,10.5263,11.1111,,,,
Greater Govans,pmath8,,,,,,3.9604,3.05344,3.37079,,,,
Greater Govans,prbprl,,,,6.367691,,,,,,,,
Greater Govans,pread3,,,,,,18.6207,7.03125,11.1111,,,,
Greater Govans,pread5,,,,,,12.0968,7.9646,12.6316,,,,
Greater Govans,pread8,,,,,,8.33333,12.5874,12.6316,,,,
Greater Govans,pubtran,,30.429786,29.313587,27.967711,26.3412,23.688789,24.261237,23.302888,24.828599,23.590274,,
Greater Govans,regvote,86.01338,,87.5,,85.616947,,88.144201,,88.24331,,,
Greater Govans,smlbus,146.0,151.0,153.0,177.0,165.0,199.0,122.0,110.0,106.0,133.0,,
Greater Govans,trees,,32.076963,,,,,,31.60731,,,,
Greater Govans,voted,46.8,,62.301784,,37.244972,,51.870664,,43.0577,,,
Greater Govans,walked,,1.42496,1.034321,3.323837,4.83325,4.325131,4.395332,4.887682,3.599412,3.000517,,
Greater Govans,wlksc,,56.657143,,,,,,61.0,,,,
Greater Mondawmin,CSA2010,,,,,,,,,,,,Greater Mondawmin
Greater Mondawmin,arrest,,,,,84.399673,62.346855,44.73289,,,,,
Greater Mondawmin,banks,,0.214546,0.429092,0.429092,0.321819,0.429092,0.429092,0.429092,0.429092,0.214546,,
Greater Mondawmin,biz1_,8.444444,11.068702,11.3879,5.033557,7.69231,5.857741,2.755906,4.56621,3.162055,4.597701,,
Greater Mondawmin,biz2_,16.444444,19.465649,25.266904,22.147651,14.4796,15.481172,12.204724,18.26484,13.438735,8.62069,,
Greater Mondawmin,biz4_,31.111111,32.061069,36.298932,43.288591,39.819,31.0,23.622047,28.767123,23.320158,17.816092,,
Greater Mondawmin,bkln,,,,,,,,,,,0.0,
Greater Mondawmin,busload,,,,,,,,2057.61,2341.4,,,
Greater Mondawmin,clogged,5.900021,10.834585,11.049131,10.727312,4.934563,4.076378,4.720017,4.290925,4.398198,3.11092,5.041837,
Greater Mondawmin,cmos,,7.0,,,7.0,,,,,,,
Greater Mondawmin,comprop,147.0,147.0,147.0,147.0,140.0,140.0,130.0,130.0,130.0,126.0,,
Greater Mondawmin,crehab,19.047619,20.408163,14.965986,26.530612,15.714286,22.142857,18.461538,24.615385,20.0,18.253968,,
Greater Mondawmin,dirtyst,90.645784,94.507616,135.485947,81.956662,65.972967,67.79661,55.889294,76.700279,65.865694,101.909462,72.194808,
Greater Mondawmin,elheat,,18.637771,20.720152,23.06965,25.4717,25.351213,25.664811,29.546885,25.8838,26.394984,,
Greater Mondawmin,hcvhouse,,,,,250.494397,208.920188,213.169643,226.133652,223.23601,253.357753,,
Greater Mondawmin,heatgas,,64.736842,63.676563,62.590608,64.4112,68.295019,68.893012,64.789176,68.859514,68.15047,,
Greater Mondawmin,hfai,,,13.954545,,,9.730769,,,,,,
Greater Mondawmin,kra,,,,,,,47.474747,41.284404,,,,
Greater Mondawmin,nohhint,,,,,,,,37.098804,33.691977,32.946708,,
Greater Mondawmin,novhcl,,34.891641,33.607075,33.154743,33.4092,36.174968,36.394558,35.525488,36.827544,37.08464,,
Greater Mondawmin,numbus,225.0,262.0,281.0,298.0,221.0,239.0,254.0,219.0,253.0,174.0,,
Greater Mondawmin,palg1,,,,,,7.27273,9.09091,4.49438,,,,
Greater Mondawmin,palg2,,,,,,1.63934,5.66038,0.0,,,,
Greater Mondawmin,pmath3,,,,,,17.9487,19.2982,11.4035,,,,
Greater Mondawmin,pmath5,,,,,,11.9266,18.5185,17.0213,,,,
Greater Mondawmin,pmath8,,,,,,4.34783,0.0,2.73973,,,,
Greater Mondawmin,prbprl,,,,6.956167,,,,,,,,
Greater Mondawmin,pread3,,,,,,24.7863,15.5963,12.2807,,,,
Greater Mondawmin,pread5,,,,,,8.25688,10.0917,9.87654,,,,
Greater Mondawmin,pread8,,,,,,3.8961,5.61798,9.87654,,,,
Greater Mondawmin,pubtran,,25.688661,25.307715,21.141582,25.5559,30.888751,29.485272,28.37391,30.760467,29.384835,,
Greater Mondawmin,regvote,82.384971,,82.534713,,83.964062,,85.311735,,86.251021,,,
Greater Mondawmin,smlbus,209.0,245.0,263.0,279.0,206.0,224.0,231.0,198.0,231.0,159.0,,
Greater Mondawmin,trees,,21.81101,,,,,,21.457499,,,,
Greater Mondawmin,voted,43.4,,55.907977,,35.424773,,49.264906,,41.429924,,,
Greater Mondawmin,walked,,5.57335,5.944161,3.985969,2.22365,2.050963,1.695924,2.103998,3.360866,0.829757,,
Greater Mondawmin,wlksc,,66.067669,,,,,,67.256,,,,
Greater Roland Park/Poplar Hill,CSA2010,,,,,,,,,,,,Greater Roland Park/Poplar Hill
Greater Roland Park/Poplar Hill,arrest,,,,,3.343922,4.514295,2.033347,,,,,
Greater Roland Park/Poplar Hill,banks,,0.677782,0.542226,0.677782,0.677782,0.677782,0.677782,0.677782,0.677782,0.677782,,
Greater Roland Park/Poplar Hill,biz1_,5.714286,5.337079,8.860759,2.117647,5.86667,8.706468,5.898876,4.823151,5.642633,7.53012,,
Greater Roland Park/Poplar Hill,biz2_,17.428571,6.741573,16.708861,17.411765,10.6667,15.671642,18.539326,22.829582,15.673981,13.855422,,
Greater Roland Park/Poplar Hill,biz4_,30.857143,23.595506,28.101266,31.764706,33.8667,28.0,25.842697,29.581994,24.451411,22.891566,,
Greater Roland Park/Poplar Hill,bkln,,,6.282835,,,,,,,,6.61157,
Greater Roland Park/Poplar Hill,busload,,,,,,,,164.566,159.396,,,
Greater Roland Park/Poplar Hill,clogged,5.151145,11.928968,12.742307,10.031178,10.166734,8.540057,5.828928,6.235597,10.844517,10.70896,6.642267,
Greater Roland Park/Poplar Hill,cmos,,1.0,,,0.0,,,,,,,
Greater Roland Park/Poplar Hill,comprop,116.0,116.0,116.0,115.0,115.0,115.0,109.0,109.0,109.0,109.0,,
Greater Roland Park/Poplar Hill,crehab,26.724138,12.931034,16.37931,9.565217,23.478261,17.391304,19.266055,16.513761,13.761468,30.275229,,
Greater Roland Park/Poplar Hill,dirtyst,12.742307,13.01342,13.01342,7.455605,12.200081,9.082283,6.100041,16.944557,9.488952,14.911211,7.997831,
Greater Roland Park/Poplar Hill,elheat,,19.273743,19.140042,18.559807,20.2241,20.655442,22.165259,20.276643,19.974433,19.94293,,
Greater Roland Park/Poplar Hill,hcvhouse,,,,,5.931198,4.22833,1.02459,5.09684,5.681818,5.50055,,
Greater Roland Park/Poplar Hill,heatgas,,60.645562,62.078232,65.140102,62.7948,62.357186,63.811821,66.111286,66.442953,66.518706,,
Greater Roland Park/Poplar Hill,hfai,,,11.75,,,8.214286,,,,,,
Greater Roland Park/Poplar Hill,kra,,,,,,,67.44186,68.292683,,,,
Greater Roland Park/Poplar Hill,nohhint,,,,,,,,4.464005,4.314477,3.963221,,
Greater Roland Park/Poplar Hill,novhcl,,4.220981,3.015826,4.06749,4.36321,5.111245,5.518697,6.570261,6.551614,6.911858,,
Greater Roland Park/Poplar Hill,numbus,350.0,356.0,395.0,425.0,375.0,402.0,356.0,311.0,319.0,332.0,,
Greater Roland Park/Poplar Hill,palg1,,,,,,60.0,63.6364,62.5,,,,
Greater Roland Park/Poplar Hill,palg2,,,,,,70.0,50.0,52.0,,,,
Greater Roland Park/Poplar Hill,pmath3,,,,,,81.25,80.3922,82.0513,,,,
Greater Roland Park/Poplar Hill,pmath5,,,,,,61.5385,72.7273,71.4286,,,,
Greater Roland Park/Poplar Hill,pmath8,,,,,,0.0,33.3333,25.0,,,,
Greater Roland Park/Poplar Hill,prbprl,,,,0.802541,,,,,,,,
Greater Roland Park/Poplar Hill,pread3,,,,,,85.4167,57.6923,69.2308,,,,
Greater Roland Park/Poplar Hill,pread5,,,,,,67.3077,68.1818,77.2727,,,,
Greater Roland Park/Poplar Hill,pread8,,,,,,68.9655,80.6452,77.2727,,,,
Greater Roland Park/Poplar Hill,pubtran,,6.302635,5.140435,6.037531,7.35098,7.045455,6.422535,6.230441,5.928144,6.35252,,
Greater Roland Park/Poplar Hill,regvote,87.995319,,90.386223,,88.630664,,91.105169,,92.626651,,,
Greater Roland Park/Poplar Hill,smlbus,334.0,339.0,372.0,405.0,349.0,373.0,319.0,282.0,290.0,301.0,,
Greater Roland Park/Poplar Hill,trees,,58.735104,,,,,,59.767094,,,,
Greater Roland Park/Poplar Hill,voted,64.7,,72.061528,,57.498585,,72.42936,,70.613718,,,
Greater Roland Park/Poplar Hill,walked,,5.107308,4.160042,4.405766,3.66212,3.778409,5.126761,6.031294,7.664671,8.559499,,
Greater Roland Park/Poplar Hill,wlksc,,54.582979,,,,,,52.562,,,,
Greater Rosemont,CSA2010,,,,,,,,,,,,Greater Rosemont
Greater Rosemont,arrest,,,,,56.805399,35.714286,22.898385,,,,,
Greater Rosemont,banks,,0.103848,0.103848,0.103848,0.051924,0.051924,0.051924,0.051924,0.051924,0.051924,,
Greater Rosemont,biz1_,9.324759,9.507042,10.126582,8.206687,13.4375,5.985915,3.688525,2.512563,2.745098,6.578947,,
Greater Rosemont,biz2_,21.543408,18.309859,23.734177,22.18845,23.125,18.661972,11.47541,12.562814,11.372549,9.649123,,
Greater Rosemont,biz4_,37.299035,35.211268,38.291139,41.641337,43.125,35.0,26.639344,26.130653,15.686275,18.421053,,
Greater Rosemont,bkln,,,,,,,,,,,1.412247,
Greater Rosemont,busload,,,,,,,,596.812,619.489,,,
Greater Rosemont,clogged,6.023158,7.84049,10.852069,9.294356,3.998131,4.465445,3.426969,4.776987,3.530817,3.842359,4.205826,
Greater Rosemont,cmos,,12.0,,,5.0,,,,,,,
Greater Rosemont,comprop,301.0,300.0,304.0,306.0,310.0,310.0,398.0,398.0,398.0,398.0,,
Greater Rosemont,crehab,6.644518,7.0,6.578947,5.555556,8.064516,6.129032,5.025126,6.532663,5.527638,9.798995,,
Greater Rosemont,dirtyst,114.440002,93.982034,105.249494,76.587569,76.120255,79.287606,67.604756,84.168441,62.516226,120.203541,69.006698,
Greater Rosemont,elheat,,16.205145,14.704438,14.149801,13.4165,12.7421,13.569867,15.486952,16.414315,13.87491,,
Greater Rosemont,hcvhouse,,,,,245.413638,228.1652,207.85648,194.896332,179.610099,164.83871,,
Greater Rosemont,heatgas,,68.392594,71.720976,75.298391,77.5999,78.882093,77.518076,75.677981,74.724708,77.48023,,
Greater Rosemont,hfai,,,6.867647,,,7.512821,,,,,,
Greater Rosemont,kra,,,,,,,44.274809,36.320755,,,,
Greater Rosemont,nohhint,,,,,,,,35.596111,34.600826,37.526959,,
Greater Rosemont,novhcl,,44.732099,42.868839,43.833247,41.2776,39.80632,38.153691,37.779294,37.009635,40.905823,,
Greater Rosemont,numbus,311.0,284.0,316.0,329.0,320.0,284.0,244.0,199.0,255.0,228.0,,
Greater Rosemont,palg1,,,,,,1.60428,3.73832,6.60793,,,,
Greater Rosemont,palg2,,,,,,2.43902,0.68027,5.47945,,,,
Greater Rosemont,pmath3,,,,,,10.8614,13.0282,17.3729,,,,
Greater Rosemont,pmath5,,,,,,5.77617,12.0172,8.25243,,,,
Greater Rosemont,pmath8,,,,,,4.52489,1.5,4.0,,,,
Greater Rosemont,prbprl,,,,8.830146,,,,,,,,
