CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,20_1
Chinquapin Park/Belvedere,crehab,10.526316,17.54386,21.428571,28.571429,32.142857,17.857143,14.285714,14.285714,25.0,12.5,,
Chinquapin Park/Belvedere,dirtyst,26.302218,32.104177,47.318205,25.528623,19.210933,28.494069,19.597731,23.594636,16.245487,26.173285,21.789582,
Chinquapin Park/Belvedere,elheat,,20.429483,21.683226,24.269265,27.145,24.238876,22.112019,19.356778,18.944478,17.737095,,
Chinquapin Park/Belvedere,hcvhouse,,,,,116.883117,134.482759,134.989926,170.980392,157.772622,163.855422,,
Chinquapin Park/Belvedere,heatgas,,67.353453,70.163647,66.076174,64.9925,67.125293,69.136523,71.596032,73.032337,72.989196,,
Chinquapin Park/Belvedere,hfai,,,15.25,,,8.666667,,,,,,
Chinquapin Park/Belvedere,kra,,,,,,,54.878049,42.647059,,,,
Chinquapin Park/Belvedere,nohhint,,,,,,,,17.192666,13.575351,10.204082,,
Chinquapin Park/Belvedere,novhcl,,19.500871,21.82934,24.534987,24.843,20.491803,19.136523,16.351067,13.300793,14.315726,,
Chinquapin Park/Belvedere,numbus,140.0,128.0,145.0,172.0,149.0,258.0,137.0,127.0,127.0,209.0,,
Chinquapin Park/Belvedere,palg1,,,,,,5.12821,16.0,6.45161,,,,
Chinquapin Park/Belvedere,palg2,,,,,,11.7647,4.16667,8.51064,,,,
Chinquapin Park/Belvedere,pmath3,,,,,,16.1765,11.5385,30.4878,,,,
Chinquapin Park/Belvedere,pmath5,,,,,,11.4286,20.0,17.5,,,,
Chinquapin Park/Belvedere,pmath8,,,,,,1.96078,5.66038,1.63934,,,,
Chinquapin Park/Belvedere,prbprl,,,,4.24451,,,,,,,,
Chinquapin Park/Belvedere,pread3,,,,,,26.4706,12.8205,21.9512,,,,
Chinquapin Park/Belvedere,pread5,,,,,,18.5714,18.5714,24.2424,,,,
Chinquapin Park/Belvedere,pread8,,,,,,20.0,22.9508,24.2424,,,,
Chinquapin Park/Belvedere,pubtran,,9.174312,10.59216,16.160521,15.5315,15.027829,17.15587,15.773735,15.705284,13.26484,,
Chinquapin Park/Belvedere,regvote,83.235005,,85.90626,,86.594559,,85.13602,,89.528024,,,
Chinquapin Park/Belvedere,smlbus,136.0,124.0,140.0,164.0,140.0,239.0,129.0,119.0,121.0,199.0,,
Chinquapin Park/Belvedere,trees,,39.95178,,,,,,39.549423,,,,
Chinquapin Park/Belvedere,voted,51.2,,61.914127,,41.010598,,54.637824,,50.759656,,,
Chinquapin Park/Belvedere,walked,,6.55308,6.616625,2.169197,1.31091,1.48423,2.226721,2.143035,1.938924,2.488584,,
Chinquapin Park/Belvedere,wlksc,,74.593023,,,,,,74.529,,,,
Claremont/Armistead,CSA2010,,,,,,,,,,,,Claremont/Armistead
Claremont/Armistead,arrest,,,,,29.221318,17.433173,13.364111,,,,,
Claremont/Armistead,banks,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Claremont/Armistead,biz1_,7.344633,7.027027,7.894737,4.672897,4.32692,4.347826,2.409639,3.797468,6.632653,3.317536,,
Claremont/Armistead,biz2_,14.689266,14.054054,16.842105,18.691589,11.0577,9.130435,7.228916,11.392405,13.77551,9.478673,,
Claremont/Armistead,biz4_,27.683616,26.486486,28.421053,36.915888,32.2115,24.0,16.26506,17.088608,19.387755,13.744076,,
Claremont/Armistead,bkln,,,1.307549,,,,,,,,1.858435,
Claremont/Armistead,busload,,,,,,,,261.694,314.926,,,
Claremont/Armistead,clogged,1.579395,2.915806,3.037298,2.915806,4.495201,3.037298,2.429838,1.700887,4.373709,3.76625,3.280282,
Claremont/Armistead,cmos,,1.0,,,0.0,,,,,,,
Claremont/Armistead,comprop,183.0,182.0,186.0,186.0,187.0,187.0,225.0,227.0,227.0,227.0,,
Claremont/Armistead,crehab,10.382514,7.692308,9.139785,10.752688,10.160428,9.090909,4.444444,12.77533,7.048458,9.251101,,
Claremont/Armistead,dirtyst,8.139959,12.63516,17.130361,16.279917,15.79395,16.279917,11.298749,21.261086,11.177257,22.354513,18.709756,
Claremont/Armistead,elheat,,18.558237,16.131881,16.603992,17.0821,17.429577,20.129687,23.861048,25.137969,30.394558,,
Claremont/Armistead,hcvhouse,,,,,270.25393,227.066303,205.116895,219.380888,211.471103,201.550388,,
Claremont/Armistead,heatgas,,79.505511,82.101855,80.937229,79.4455,78.169014,75.838737,72.124146,70.640177,67.238095,,
Claremont/Armistead,hfai,,,7.35,,,6.545455,,,,,,
Claremont/Armistead,kra,,,,,,,38.993711,28.985507,,,,
Claremont/Armistead,nohhint,,,,,,,,30.324601,27.786976,25.469388,,
Claremont/Armistead,novhcl,,25.767054,26.111275,27.856523,27.8353,30.252347,27.40344,26.224374,27.041943,26.666667,,
Claremont/Armistead,numbus,177.0,185.0,190.0,214.0,208.0,230.0,166.0,158.0,196.0,211.0,,
Claremont/Armistead,palg1,,,,,,4.6875,18.2692,10.0,,,,
Claremont/Armistead,palg2,,,,,,0.0,5.55556,2.77778,,,,
Claremont/Armistead,pmath3,,,,,,18.8679,21.0526,23.4177,,,,
Claremont/Armistead,pmath5,,,,,,9.83607,15.5039,11.1888,,,,
Claremont/Armistead,pmath8,,,,,,4.7619,10.7143,9.25926,,,,
Claremont/Armistead,prbprl,,,,4.549228,,,,,,,,
Claremont/Armistead,pread3,,,,,,19.4969,9.86842,10.4575,,,,
Claremont/Armistead,pread5,,,,,,11.4754,6.97674,8.25688,,,,
Claremont/Armistead,pread8,,,,,,14.6789,19.1304,8.25688,,,,
Claremont/Armistead,pubtran,,19.615385,18.404378,22.136351,22.7535,23.575354,19.817645,17.562254,11.665804,11.714489,,
Claremont/Armistead,regvote,60.717251,,60.866678,,71.509215,,76.672757,,70.380209,,,
Claremont/Armistead,smlbus,162.0,168.0,176.0,196.0,187.0,214.0,154.0,142.0,180.0,191.0,,
Claremont/Armistead,trees,,28.674864,,,,,,29.381404,,,,
Claremont/Armistead,voted,37.8,,39.033704,,32.458788,,43.068238,,37.69757,,,
Claremont/Armistead,walked,,2.899408,2.419355,2.539332,1.53888,3.008389,2.011263,1.887287,2.638386,2.537349,,
Claremont/Armistead,wlksc,,30.967078,,,,,,38.127,,,,
Clifton-Berea,CSA2010,,,,,,,,,,,,Clifton-Berea
Clifton-Berea,arrest,,,,,131.865144,81.566069,50.840591,,,,,
Clifton-Berea,banks,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Clifton-Berea,biz1_,4.945055,7.692308,5.487805,9.259259,7.60234,4.975124,5.46875,2.830189,2.985075,2.580645,,
Clifton-Berea,biz2_,15.934066,11.242604,13.414634,20.37037,17.5439,16.915423,14.84375,24.528302,19.402985,8.387097,,
Clifton-Berea,biz4_,34.065934,28.994083,26.219512,30.864198,32.1637,30.0,26.5625,31.132075,29.104478,20.645161,,
Clifton-Berea,bkln,,,0.468651,,,,,,,,0.001424,
Clifton-Berea,busload,,,,,,,,482.783,641.931,,,
Clifton-Berea,clogged,10.937816,9.925056,9.925056,15.393964,3.443387,3.342111,3.443387,5.16508,2.430626,3.949767,4.354871,
Clifton-Berea,cmos,,25.0,,,33.0,,,,,,,
Clifton-Berea,comprop,149.0,149.0,150.0,149.0,148.0,148.0,148.0,148.0,148.0,145.0,,
Clifton-Berea,crehab,6.711409,4.697987,19.333333,8.724832,9.459459,4.72973,10.135135,16.216216,18.918919,19.310345,,
Clifton-Berea,dirtyst,167.206806,171.865505,167.713186,107.656472,126.898926,168.11829,139.963541,167.206806,105.12457,155.762609,148.673283,
Clifton-Berea,elheat,,17.216224,16.76419,17.588695,19.0818,17.989918,20.581795,23.64486,23.677419,25.907912,,
Clifton-Berea,hcvhouse,,,,,229.047072,233.672858,228.337236,235.849057,226.26788,229.571984,,
Clifton-Berea,heatgas,,65.042311,65.593915,66.566446,63.3354,62.192817,62.840163,61.869159,62.903226,61.738003,,
Clifton-Berea,hfai,,,8.78125,,,8.15,,,,,,
Clifton-Berea,kra,,,,,,,38.970588,33.884298,,,,
Clifton-Berea,nohhint,,,,,,,,34.890966,32.0,32.263294,,
Clifton-Berea,novhcl,,48.380508,49.268578,47.053518,44.2224,43.352237,46.199562,44.797508,48.612903,44.455253,,
Clifton-Berea,numbus,182.0,169.0,164.0,162.0,171.0,201.0,128.0,106.0,134.0,155.0,,
Clifton-Berea,palg1,,,,,,4.10959,4.12371,2.08333,,,,
Clifton-Berea,palg2,,,,,,0.0,1.20482,1.5625,,,,
Clifton-Berea,pmath3,,,,,,6.41026,6.95652,14.9123,,,,
Clifton-Berea,pmath5,,,,,,0.73529,4.13223,9.70874,,,,
Clifton-Berea,pmath8,,,,,,0.0,4.6729,2.10526,,,,
Clifton-Berea,prbprl,,,,10.875476,,,,,,,,
Clifton-Berea,pread3,,,,,,10.3226,6.03448,8.69565,,,,
Clifton-Berea,pread5,,,,,,4.41176,2.52101,7.29167,,,,
Clifton-Berea,pread8,,,,,,3.125,11.3043,7.29167,,,,
Clifton-Berea,pubtran,,36.749634,38.461538,34.111241,32.7719,31.71057,31.280232,33.955909,33.918326,34.918431,,
Clifton-Berea,regvote,91.462751,,89.491572,,82.205003,,82.993478,,79.839587,,,
Clifton-Berea,smlbus,173.0,161.0,156.0,149.0,160.0,194.0,120.0,99.0,128.0,147.0,,
Clifton-Berea,trees,,8.226376,,,,,,8.625831,,,,
Clifton-Berea,voted,40.3,,57.47689,,32.330081,,43.841762,,35.024689,,,
Clifton-Berea,walked,,1.683748,1.757126,2.528199,3.58843,6.502167,8.158658,7.103491,8.133648,8.1916,,
Clifton-Berea,wlksc,,58.260417,,,,,,72.219,,,,
Cross-Country/Cheswolde,CSA2010,,,,,,,,,,,,Cross-Country/Cheswolde
Cross-Country/Cheswolde,arrest,,,,,1.375079,0.423101,0.460335,,,,,
Cross-Country/Cheswolde,banks,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cross-Country/Cheswolde,biz1_,3.349282,9.326425,5.797101,2.60223,6.12245,7.692308,5.641026,6.818182,3.680982,4.812834,,
Cross-Country/Cheswolde,biz2_,22.009569,12.953368,19.323671,19.702602,9.38776,14.652015,17.948718,24.431818,14.723926,9.090909,,
Cross-Country/Cheswolde,biz4_,40.669856,38.860104,38.164251,45.724907,51.8367,31.0,26.666667,31.818182,26.380368,20.320856,,
Cross-Country/Cheswolde,bkln,,,3.317693,,,,,,,,4.031731,
Cross-Country/Cheswolde,busload,,,,,,,,75.8785,68.8551,,,
Cross-Country/Cheswolde,clogged,1.074114,2.22495,4.296455,2.148228,1.227559,1.074114,1.150836,1.227559,2.22495,2.762007,2.992174,
Cross-Country/Cheswolde,cmos,,2.0,,,0.0,,,,,,,
Cross-Country/Cheswolde,comprop,24.0,24.0,24.0,24.0,24.0,24.0,28.0,27.0,27.0,27.0,,
Cross-Country/Cheswolde,crehab,20.833333,16.666667,16.666667,4.166667,0.0,20.833333,3.571429,22.222222,22.222222,7.407407,,
Cross-Country/Cheswolde,dirtyst,3.299064,8.823078,6.905018,3.529231,3.605954,4.986957,2.455117,3.145619,2.301673,6.061071,3.836121,
Cross-Country/Cheswolde,elheat,,36.450931,35.198657,32.900353,32.5849,32.730627,31.449631,34.794851,36.24148,38.000793,,
Cross-Country/Cheswolde,hcvhouse,,,,,25.064504,27.095376,28.897338,38.49444,36.226115,43.333333,,
Cross-Country/Cheswolde,heatgas,,59.170348,59.764969,60.642049,61.7925,62.269373,64.052164,61.423974,60.214216,58.429195,,
Cross-Country/Cheswolde,hfai,,,0.0,,,0.0,,,,,,
Cross-Country/Cheswolde,kra,,,,,,,47.727273,17.241379,,,,
Cross-Country/Cheswolde,nohhint,,,,,,,,15.989541,18.500487,16.640222,,
Cross-Country/Cheswolde,novhcl,,12.233532,11.5277,11.356467,11.8204,11.586716,9.77131,12.409493,15.014606,15.688219,,
Cross-Country/Cheswolde,numbus,209.0,193.0,207.0,269.0,245.0,273.0,195.0,176.0,163.0,187.0,,
Cross-Country/Cheswolde,palg1,,,,,,15.0,17.8571,33.3333,,,,
Cross-Country/Cheswolde,palg2,,,,,,7.14286,9.09091,21.0526,,,,
Cross-Country/Cheswolde,pmath3,,,,,,36.3636,29.2683,24.3243,,,,
Cross-Country/Cheswolde,pmath5,,,,,,15.3846,26.4706,22.2222,,,,
Cross-Country/Cheswolde,pmath8,,,,,,8.0,8.0,4.16667,,,,
Cross-Country/Cheswolde,prbprl,,,,0.81447,,,,,,,,
Cross-Country/Cheswolde,pread3,,,,,,41.1765,19.0476,23.5294,,,,
Cross-Country/Cheswolde,pread5,,,,,,25.641,20.5882,22.5,,,,
Cross-Country/Cheswolde,pread8,,,,,,31.25,33.3333,22.5,,,,
Cross-Country/Cheswolde,pubtran,,15.670605,11.987214,10.167262,12.2057,12.127096,9.803214,8.295115,9.759817,10.441094,,
Cross-Country/Cheswolde,regvote,83.075947,,89.676327,,85.614555,,89.507085,,91.612016,,,
Cross-Country/Cheswolde,smlbus,207.0,191.0,204.0,260.0,236.0,257.0,181.0,160.0,153.0,176.0,,
Cross-Country/Cheswolde,trees,,48.153245,,,,,,47.528356,,,,
Cross-Country/Cheswolde,voted,54.5,,67.188492,,46.046454,,58.261054,,51.125736,,,
Cross-Country/Cheswolde,walked,,1.441974,2.202096,1.653824,2.90424,2.188879,2.599747,2.771685,3.431186,3.145356,,
Cross-Country/Cheswolde,wlksc,,43.058824,,,,,,43.987,,,,
Dickeyville/Franklintown,CSA2010,,,,,,,,,,,,Dickeyville/Franklintown
Dickeyville/Franklintown,arrest,,,,,28.552457,15.272244,8.290661,,,,,
Dickeyville/Franklintown,banks,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Dickeyville/Franklintown,biz1_,3.125,5.128205,9.375,3.636364,2.5,7.142857,9.090909,5.555556,3.333333,3.030303,,
Dickeyville/Franklintown,biz2_,15.625,12.820513,18.75,21.818182,15.0,11.904762,31.818182,27.777778,11.666667,9.090909,,
Dickeyville/Franklintown,biz4_,37.5,35.897436,28.125,34.545455,45.0,43.0,40.909091,36.111111,18.333333,15.151515,,
Dickeyville/Franklintown,bkln,,,,,,,,,,,4.106543,
Dickeyville/Franklintown,busload,,,,,,,,171.909,168.579,,,
Dickeyville/Franklintown,clogged,0.731529,1.463058,1.463058,0.975372,1.706901,1.950744,0.975372,0.975372,1.950744,4.14533,0.975372,
Dickeyville/Franklintown,cmos,,2.0,,,2.0,,,,,,,
Dickeyville/Franklintown,comprop,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,33.0,,
Dickeyville/Franklintown,crehab,3.448276,16.666667,46.666667,13.333333,23.333333,16.666667,10.0,6.666667,6.666667,24.242424,,
Dickeyville/Franklintown,dirtyst,3.169959,3.169959,7.559132,3.901487,3.901487,8.778347,2.194587,8.778347,11.216776,9.266033,6.339917,
Dickeyville/Franklintown,elheat,,28.994385,27.253558,27.107791,24.8896,22.345391,23.617788,28.965517,32.165605,36.316065,,
Dickeyville/Franklintown,hcvhouse,,,,,143.217666,123.465211,92.959672,69.194943,44.648318,33.175355,,
Dickeyville/Franklintown,heatgas,,66.61562,68.002109,67.235859,69.5916,72.695449,70.973558,64.885057,62.367304,57.4045,,
Dickeyville/Franklintown,hfai,,,0.0,,,2.0,,,,,,
Dickeyville/Franklintown,kra,,,,,,,34.210526,41.935484,,,,
Dickeyville/Franklintown,nohhint,,,,,,,,30.689655,33.014862,28.205128,,
Dickeyville/Franklintown,novhcl,,37.059724,40.168687,39.914621,38.7417,32.380397,31.490385,29.597701,34.076433,29.931973,,
Dickeyville/Franklintown,numbus,32.0,39.0,32.0,55.0,40.0,42.0,44.0,36.0,60.0,33.0,,
Dickeyville/Franklintown,palg1,,,,,,4.16667,14.2857,5.26316,,,,
Dickeyville/Franklintown,palg2,,,,,,0.0,0.0,7.14286,,,,
Dickeyville/Franklintown,pmath3,,,,,,26.8293,17.7778,18.1818,,,,
Dickeyville/Franklintown,pmath5,,,,,,8.88889,9.375,7.5,,,,
Dickeyville/Franklintown,pmath8,,,,,,0.0,15.7895,9.52381,,,,
Dickeyville/Franklintown,prbprl,,,,4.448871,,,,,,,,
Dickeyville/Franklintown,pread3,,,,,,31.7073,20.0,12.7273,,,,
Dickeyville/Franklintown,pread5,,,,,,6.66667,12.5,22.7273,,,,
Dickeyville/Franklintown,pread8,,,,,,13.6364,21.0526,22.7273,,,,
Dickeyville/Franklintown,pubtran,,23.479831,25.892278,25.571066,19.2355,16.375677,15.58209,13.380282,15.984513,12.586667,,
Dickeyville/Franklintown,regvote,63.844622,,69.521912,,68.525896,,70.883137,,71.746348,,,
Dickeyville/Franklintown,smlbus,31.0,37.0,31.0,53.0,37.0,39.0,40.0,33.0,53.0,25.0,,
Dickeyville/Franklintown,trees,,71.664415,,,,,,72.916314,,,,
Dickeyville/Franklintown,voted,41.1,,47.377158,,32.751938,,42.795485,,40.953262,,,
Dickeyville/Franklintown,walked,,0.722456,0.0,1.713198,1.84957,1.806141,2.089552,2.053991,0.110619,0.0,,
Dickeyville/Franklintown,wlksc,,17.109589,,,,,,26.096,,,,
Dorchester/Ashburton,CSA2010,,,,,,,,,,,,Dorchester/Ashburton
Dorchester/Ashburton,arrest,,,,,28.252869,13.747564,10.096725,,,,,
Dorchester/Ashburton,banks,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Dorchester/Ashburton,biz1_,12.138728,10.734463,11.956522,8.056872,9.90099,4.444444,3.921569,5.072464,3.680982,9.333333,,
Dorchester/Ashburton,biz2_,23.699422,20.903955,23.913043,26.066351,21.7822,15.0,11.764706,18.84058,11.656442,13.333333,,
Dorchester/Ashburton,biz4_,37.572254,32.768362,39.673913,45.023697,46.5347,35.0,26.143791,34.057971,17.791411,17.333333,,
Dorchester/Ashburton,bkln,,,3.107395,,,,,,,,3.821916,
Dorchester/Ashburton,busload,,,,,,,,339.895,373.291,,,
Dorchester/Ashburton,clogged,2.545393,4.666554,4.7514,7.890718,2.3757,1.612082,1.272696,1.442389,4.327168,3.818089,3.733243,
Dorchester/Ashburton,cmos,,4.0,,,3.0,,,,,,,
Dorchester/Ashburton,comprop,116.0,116.0,117.0,117.0,117.0,117.0,116.0,116.0,116.0,115.0,,
Dorchester/Ashburton,crehab,7.758621,6.034483,5.982906,11.111111,5.128205,8.547009,8.62069,23.275862,9.482759,6.956522,,
Dorchester/Ashburton,dirtyst,33.938571,40.047514,36.993043,29.017478,28.932632,36.653657,22.653996,28.5084,25.963007,40.895978,29.102325,
Dorchester/Ashburton,elheat,,13.251901,14.78376,16.696468,16.1347,15.153615,14.073731,15.122295,12.964245,15.274034,,
Dorchester/Ashburton,hcvhouse,,,,,131.802297,139.340226,155.750387,163.461538,150.442478,152.34613,,
Dorchester/Ashburton,heatgas,,74.855958,75.992939,75.860527,74.9285,75.259875,75.005796,73.541863,75.640138,74.887691,,
Dorchester/Ashburton,hfai,,,9.958333,,,7.733333,,,,,,
Dorchester/Ashburton,kra,,,,,,,55.769231,55.172414,,,,
Dorchester/Ashburton,nohhint,,,,,,,,32.408278,29.504037,27.560647,,
Dorchester/Ashburton,novhcl,,23.646001,23.852604,24.5865,28.5714,28.921229,29.469047,28.715898,30.495963,27.380952,,
Dorchester/Ashburton,numbus,173.0,177.0,184.0,211.0,202.0,180.0,153.0,138.0,163.0,150.0,,
Dorchester/Ashburton,palg1,,,,,,8.06452,10.3093,10.101,,,,
Dorchester/Ashburton,palg2,,,,,,4.34783,3.0303,6.09756,,,,
Dorchester/Ashburton,pmath3,,,,,,15.1786,21.1268,26.5625,,,,
Dorchester/Ashburton,pmath5,,,,,,9.43396,14.0496,11.7647,,,,
Dorchester/Ashburton,pmath8,,,,,,4.12371,5.81395,1.04167,,,,
Dorchester/Ashburton,prbprl,,,,5.239229,,,,,,,,
Dorchester/Ashburton,pread3,,,,,,29.4643,15.7143,15.625,,,,
Dorchester/Ashburton,pread5,,,,,,12.2642,14.0496,14.9533,,,,
Dorchester/Ashburton,pread8,,,,,,7.84314,14.2857,14.9533,,,,
Dorchester/Ashburton,pubtran,,23.181633,21.136174,19.455691,21.8463,25.974026,22.705078,25.387797,26.731683,22.009864,,
Dorchester/Ashburton,regvote,81.283828,,79.844122,,79.703399,,82.312191,,83.914267,,,
Dorchester/Ashburton,smlbus,166.0,172.0,177.0,200.0,190.0,169.0,143.0,128.0,152.0,142.0,,
Dorchester/Ashburton,trees,,30.418412,,,,,,29.553019,,,,
Dorchester/Ashburton,voted,51.4,,59.926391,,42.401195,,52.219095,,48.129515,,,
Dorchester/Ashburton,walked,,0.893946,0.856307,1.844354,1.64331,1.862289,2.270508,2.094105,0.875219,0.760378,,
Dorchester/Ashburton,wlksc,,55.933775,,,,,,62.589,,,,
Downtown/Seton Hill,CSA2010,,,,,,,,,,,,Downtown/Seton Hill
Downtown/Seton Hill,arrest,,,,,241.524709,127.84618,95.718275,,,,,
Downtown/Seton Hill,banks,,5.573906,3.568104,3.568104,3.25783,3.257834,3.257834,3.257834,3.257834,3.257834,,
Downtown/Seton Hill,biz1_,7.336683,8.534799,6.568594,4.80167,5.60109,8.851523,7.209805,7.178312,7.424242,8.391098,,
Downtown/Seton Hill,biz2_,19.19598,14.285714,17.926788,25.022368,12.944,15.418782,21.377073,28.865979,21.060606,17.219993,,
Downtown/Seton Hill,biz4_,35.946399,31.135531,31.508724,38.651953,39.4809,36.0,31.578947,36.769759,30.492424,27.909522,,
Downtown/Seton Hill,bkln,,,4.285143,,,,,,,,8.772378,
Downtown/Seton Hill,busload,,,,,,,,10379.6,8135.18,,,
Downtown/Seton Hill,clogged,8.876961,11.560694,9.463233,13.341607,6.981074,4.809184,9.463233,10.394043,6.360534,11.790258,11.169718,
Downtown/Seton Hill,cmos,,11.0,,,6.0,,,,,,,
Downtown/Seton Hill,comprop,1260.0,1240.0,1240.0,1242.0,1223.0,1223.0,1201.0,1181.0,1181.0,1143.0,,
Downtown/Seton Hill,crehab,23.333333,26.612903,25.16129,22.785829,24.938675,22.976288,21.815154,25.14818,27.773074,26.596675,,
Downtown/Seton Hill,dirtyst,31.172585,43.765483,38.783742,39.869687,41.110766,57.555073,29.785914,60.657772,41.421036,90.909091,73.533975,
Downtown/Seton Hill,elheat,,72.897196,72.512648,73.020283,70.6153,69.329821,67.741935,64.635874,68.533333,69.522007,,
Downtown/Seton Hill,hcvhouse,,,,,78.547035,101.045296,96.502186,104.166667,95.085781,103.88601,,
Downtown/Seton Hill,heatgas,,21.920136,21.472737,24.228952,26.452,28.855721,28.60023,30.348541,27.173333,25.721723,,
Downtown/Seton Hill,hfai,,,6.705882,,,8.931818,,,,,,
Downtown/Seton Hill,kra,,,,,,,58.333333,57.142857,,,,
Downtown/Seton Hill,nohhint,,,,,,,,11.277982,8.533333,7.974444,,
Downtown/Seton Hill,novhcl,,37.836307,35.413153,38.1217,37.6078,40.093649,39.890553,38.962879,39.173333,37.174633,,
Downtown/Seton Hill,numbus,2985.0,2730.0,2923.0,3353.0,2928.0,3152.0,2774.0,2619.0,2640.0,2741.0,,
Downtown/Seton Hill,palg1,,,,,,0.0,16.6667,0.0,,,,
Downtown/Seton Hill,palg2,,,,,,0.0,10.0,0.0,,,,
Downtown/Seton Hill,pmath3,,,,,,15.0,12.5,4.54545,,,,
Downtown/Seton Hill,pmath5,,,,,,0.0,9.52381,29.1667,,,,
Downtown/Seton Hill,pmath8,,,,,,9.09091,0.0,15.7895,,,,
Downtown/Seton Hill,prbprl,,,,2.226345,,,,,,,,
Downtown/Seton Hill,pread3,,,,,,10.5263,5.88235,0.0,,,,
Downtown/Seton Hill,pread5,,,,,,5.55556,14.2857,30.0,,,,
Downtown/Seton Hill,pread8,,,,,,23.0769,5.88235,30.0,,,,
Downtown/Seton Hill,pubtran,,18.254497,18.265274,16.38156,16.3587,16.863905,15.267176,15.603029,15.738375,14.323432,,
Downtown/Seton Hill,regvote,63.821892,,53.196154,,54.714117,,61.544949,,77.989543,,,
Downtown/Seton Hill,smlbus,2818.0,2594.0,2705.0,3146.0,2729.0,2902.0,2534.0,2375.0,2422.0,2442.0,,
Downtown/Seton Hill,trees,,6.853434,,,,,,7.357698,,,,
Downtown/Seton Hill,voted,30.7,,34.879406,,27.250308,,37.223815,,42.387543,,,
Downtown/Seton Hill,walked,,31.145903,30.70592,34.966657,32.8688,36.982249,43.087362,38.885884,37.02095,34.719472,,
Downtown/Seton Hill,wlksc,,96.702381,,,,,,95.702,,,,
Edmondson Village,CSA2010,,,,,,,,,,,,Edmondson Village
Edmondson Village,arrest,,,,,25.310174,19.023987,11.392405,,,,,
Edmondson Village,banks,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Edmondson Village,biz1_,7.272727,10.344828,7.692308,4.615385,3.7037,8.333333,11.111111,4.255319,7.142857,8.62069,,
Edmondson Village,biz2_,16.363636,17.241379,24.615385,23.076923,11.1111,12.5,25.925926,29.787234,21.428571,17.241379,,
Edmondson Village,biz4_,27.272727,32.758621,36.923077,36.923077,33.3333,29.0,37.037037,42.553191,32.142857,31.034483,,
Edmondson Village,bkln,,,,,,,,,,,0.574081,
Edmondson Village,busload,,,,,,,,195.696,186.707,,,
Edmondson Village,clogged,1.772152,5.063291,3.544304,4.810127,1.518987,1.012658,1.772152,1.772152,2.531646,3.164557,2.911392,
Edmondson Village,cmos,,2.0,,,1.0,,,,,,,
Edmondson Village,comprop,32.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,32.0,,
Edmondson Village,crehab,6.25,6.25,28.125,12.5,9.090909,12.121212,6.060606,24.242424,3.030303,6.25,,
Edmondson Village,dirtyst,41.392405,35.696203,34.936709,38.481013,31.772152,33.417722,31.265823,43.037975,29.873418,52.278481,32.658228,
Edmondson Village,elheat,,20.096022,16.466855,16.965567,22.1433,26.68261,24.649093,25.871172,27.21831,19.315403,,
Edmondson Village,hcvhouse,,,,,184.573003,205.278592,222.222222,224.683544,235.546039,280.558789,,
Edmondson Village,heatgas,,59.36214,63.363893,61.51363,59.8377,56.645029,58.849709,60.119676,62.922535,68.6343,,
Edmondson Village,hfai,,,6.428571,,,7.166667,,,,,,
Edmondson Village,kra,,,,,,,54.62963,41.071429,,,,
Edmondson Village,nohhint,,,,,,,,29.707849,25.070423,27.139364,,
Edmondson Village,novhcl,,25.102881,25.317348,28.802009,30.6626,27.434233,26.805888,25.94157,24.401408,23.052742,,
Edmondson Village,numbus,55.0,58.0,65.0,65.0,54.0,72.0,54.0,47.0,56.0,58.0,,
Edmondson Village,palg1,,,,,,1.6129,10.7143,1.81818,,,,
Edmondson Village,palg2,,,,,,2.32558,0.0,1.40845,,,,
Edmondson Village,pmath3,,,,,,12.8713,22.619,19.8276,,,,
Edmondson Village,pmath5,,,,,,10.3896,8.75,9.0,,,,
Edmondson Village,pmath8,,,,,,5.40541,1.05263,3.84615,,,,
Edmondson Village,prbprl,,,,6.914806,,,,,,,,
Edmondson Village,pread3,,,,,,19.0,5.95238,15.5172,,,,
Edmondson Village,pread5,,,,,,7.79221,6.25,13.0952,,,,
Edmondson Village,pread8,,,,,,9.87654,1.9802,13.0952,,,,
Edmondson Village,pubtran,,33.129005,29.425982,22.988893,32.4069,31.391586,29.83081,30.123012,31.455258,26.475279,,
Edmondson Village,regvote,93.912324,,95.980149,,92.787428,,93.564928,,93.25062,,,
Edmondson Village,smlbus,53.0,57.0,64.0,62.0,51.0,68.0,52.0,44.0,54.0,55.0,,
Edmondson Village,trees,,55.08623,,,,,,54.943918,,,,
Edmondson Village,voted,48.0,,68.403639,,38.776966,,56.708023,,43.054816,,,
Edmondson Village,walked,,2.256896,1.510574,2.154157,1.74453,1.559282,1.098249,1.20012,0.0,0.0,,
