CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Patterson Park North & East,drop,4.173107,4.288499,7.976654,2.429907,1.601424,3.383459,4.339964,6.148282,,4.70297,3.855422
Patterson Park North & East,ebll,3.414634,2.304147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Patterson Park North & East,empl,61.68,59.386027,65.226168,65.027371,67.2841,69.198548,72.417523,75.800607,74.201449,74.22896,
Patterson Park North & East,farms,88.172521,89.88,81.56,89.735683,,,,,,,
Patterson Park North & East,fastfd,,,,,,,,,,1.28,
Patterson Park North & East,gunhom,,0.137466,0.137466,0.0,0.137466,0.2062,0.343666,0.137466,0.137466,0.549866,0.2062
Patterson Park North & East,hsaalg,25.259516,20.879121,22.16,20.304569,20.588235,,,,,,
Patterson Park North & East,hsabio,37.5,37.931034,33.81,31.067961,52.5,,,,,,
Patterson Park North & East,hsaeng,35.121951,26.241135,31.25,32.417582,40.186916,,,,,,
Patterson Park North & East,hsagov,42.307692,42.068966,,41.428571,47.0,,,,,,
Patterson Park North & East,hsattend,647.0,513.0,489.0,535.0,562.0,532.0,553.0,553.0,,404.0,415.0
Patterson Park North & East,hstud,14.85104,19.11,22.1,26.78,30.54,34.2814,37.598,40.420082,,42.784257,50.587372
Patterson Park North & East,lesshs,,29.988401,27.710594,25.493307,22.27,20.929301,19.670552,17.003639,16.188181,15.736203,
Patterson Park North & East,libcard,,372.671661,333.012578,289.6419,473.4346,491.167778,408.619149,384.08138,386.143378,391.367104,
Patterson Park North & East,lifexp,,71.39481,71.68085,71.62474,72.574494,72.387682,72.253845,72.3,72.876603,,
Patterson Park North & East,liquor,,1.374665,1.443398,1.237198,1.237198,1.168465,1.099732,1.09973,1.168465,1.030999,
Patterson Park North & East,math3,79.289941,74.36,79.14,71.584699,50.0,,,,,,
Patterson Park North & East,math5,83.561644,65.99,79.58,73.529412,44.666667,,,,,,
Patterson Park North & East,math8,32.195122,32.65,47.31,33.613445,23.188406,,,,,,
Patterson Park North & East,mort1_,,7.920792,7.653061,9.702458,10.786802,10.87652,8.980115,8.14664,4.830918,,
Patterson Park North & East,narc,,62.89092,67.977181,,,34.366623,40.415149,44.401677,46.738607,53.062066,30.105162
Patterson Park North & East,nilf,24.724556,30.786874,25.626204,25.684286,25.1727,24.592758,22.877231,19.449613,21.685886,21.359122,
Patterson Park North & East,overd,,,,,,,,,6.529658,6.873325,5.704859
Patterson Park North & East,prenatal,50.814332,56.610169,70.553936,52.650177,45.619335,47.278912,46.103896,64.59144,70.27027,58.219178,
Patterson Park North & East,publart,,,,,,0.687332,0.687332,0.756066,0.756066,1.168465,1.168465
Patterson Park North & East,read3,75.147929,66.88,65.22,65.0,51.401869,,,,,,
Patterson Park North & East,read5,86.986301,71.23,84.51,79.640719,73.648649,,,,,,
Patterson Park North & East,read8,49.756098,62.5,56.52,64.705882,50.0,,,,,,
Patterson Park North & East,ready,,53.51,62.93,66.315789,,,,,,,
Patterson Park North & East,sclemp,84.590517,88.645161,88.2263,96.323529,93.391304,69.723183,85.095321,79.218472,80.316344,77.297297,
Patterson Park North & East,sclsw,,7.226792,7.995431,8.384774,6.531816,6.226336,6.421569,,,3.694427,3.694268
Patterson Park North & East,sped,16.362828,16.858429,15.06,14.273128,,,,,,,
Patterson Park North & East,susp,8.730159,9.677419,9.338747,9.053498,,,,,,,
Patterson Park North & East,tanf,,9.465855,11.257606,8.755916,9.43597,7.876944,7.369844,6.355646,5.375254,5.882353,
Patterson Park North & East,teenbir,87.064677,82.089552,104.477612,67.164179,87.064677,59.701493,59.701493,17.412935,52.238806,39.800995,
Patterson Park North & East,termbir,89.576547,87.79661,88.921283,86.925795,87.613293,89.455782,87.012987,89.494163,90.34749,88.013699,
Patterson Park North & East,unempl,9.691877,9.562456,9.377007,9.288342,7.39923,6.208694,5.173968,4.710606,4.061639,4.255097,
Patterson Park North & East,unempr,12.875217,13.868987,12.656347,12.519656,9.90748,7.474227,6.708742,5.85087,5.189725,5.421607,
Patterson Park North & East,wstud,7.514451,7.8,8.4,7.58,6.12,6.39,7.79,7.120902,,7.069971,6.754772
Penn North/Reservoir Hill,Fastfd,,0.310302,,0.724038,,,,,0.620604,,
Penn North/Reservoir Hill,aastud,97.6758,98.24,98.23,97.39,97.05,97.02,96.01,95.296331,,94.725738,94.623656
Penn North/Reservoir Hill,abse,10.72027,18.195719,15.015,14.3939,14.3526,20.2341,18.7394,19.628099,,26.196474,
Penn North/Reservoir Hill,abshs,43.92679,51.630435,48.2828,41.8605,49.7797,44.768856,40.931373,57.925072,,56.913183,
Penn North/Reservoir Hill,absmd,17.45562,20.057307,19.4286,15.4971,14.5455,16.3333,21.6312,26.293103,,26.666667,
Penn North/Reservoir Hill,artevnt,,,,,1.965246,4.447662,4.65453,4.240794,4.551096,4.344228,1.344642
Penn North/Reservoir Hill,bahigher,,18.181612,19.937304,22.146051,24.23,27.32069,25.589033,27.614538,26.545561,25.571787,
Penn North/Reservoir Hill,birthwt,84.285714,87.142857,84.883721,86.111111,91.366906,88.679245,84.397163,82.653061,85.321101,87.368421,
Penn North/Reservoir Hill,caracc,,39.304923,41.477038,,,79.747621,135.395118,140.049648,142.014894,117.707902,112.019032
Penn North/Reservoir Hill,caslt,,131.56806,121.121225,,,77.161771,79.747621,83.057509,82.850641,68.059578,74.265619
Penn North/Reservoir Hill,compl,72.72727,80.31,71.2963,75.39683,78.095238,72.631579,74.074074,82.666667,,76.136364,75.0
Penn North/Reservoir Hill,drop,5.324459,5.797101,4.752475,4.069767,1.982379,4.86618,2.45098,4.610951,,4.823151,1.730104
Penn North/Reservoir Hill,ebll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Penn North/Reservoir Hill,empl,42.575,44.497784,52.134732,48.665119,50.1243,53.875,53.502085,56.708861,56.679982,58.445441,
Penn North/Reservoir Hill,farms,89.809297,89.68,82.31,90.616324,,,,,,,
Penn North/Reservoir Hill,fastfd,,,,,,,,,,0.9,
Penn North/Reservoir Hill,gunhom,,0.620604,0.724038,1.03434,0.51717,0.930906,0.413736,0.724038,0.827472,0.620604,0.724038
Penn North/Reservoir Hill,hsaalg,18.146718,21.468927,16.16,21.505376,29.62963,,,,,,
Penn North/Reservoir Hill,hsabio,37.435897,30.120482,26.67,29.054054,45.614035,,,,,,
Penn North/Reservoir Hill,hsaeng,28.735632,34.117647,28.3,25.766871,33.928571,,,,,,
Penn North/Reservoir Hill,hsagov,42.458101,37.662338,,33.846154,66.176471,,,,,,
Penn North/Reservoir Hill,hsattend,601.0,552.0,495.0,516.0,454.0,411.0,408.0,347.0,,311.0,289.0
Penn North/Reservoir Hill,hstud,0.238379,0.6,0.61,0.83,1.05,1.0695,1.7228,1.881468,,2.637131,2.580645
Penn North/Reservoir Hill,lesshs,,23.592885,24.216301,23.964232,19.64,17.339227,16.178781,14.023117,14.093173,15.360779,
Penn North/Reservoir Hill,libcard,,299.338022,298.51055,261.894911,448.9036,470.831609,387.670666,321.266032,315.370294,306.681837,
Penn North/Reservoir Hill,lifexp,,69.210088,69.913057,70.164447,71.344185,71.621409,71.155762,70.9,70.166299,,
Penn North/Reservoir Hill,liquor,,1.03434,0.724038,0.930906,0.620604,0.51717,0.724038,0.620604,0.620604,0.51717,
Penn North/Reservoir Hill,math3,75.206612,80.37,72.93,75.213675,34.545455,,,,,,
Penn North/Reservoir Hill,math5,61.111111,49.11,68.03,78.947368,50.0,,,,,,
Penn North/Reservoir Hill,math8,27.368421,23.0,24.51,21.0,26.0,,,,,,
Penn North/Reservoir Hill,mort1_,,12.804097,12.61034,14.322917,9.433962,9.887006,8.547009,4.77707,5.059022,,
Penn North/Reservoir Hill,narc,,287.339677,210.591643,,,144.807613,171.493587,188.456765,182.250724,134.464212,135.912288
Penn North/Reservoir Hill,nilf,38.017894,44.780896,36.342148,37.66686,36.9889,34.277778,35.538616,35.218003,36.677023,37.54858,
Penn North/Reservoir Hill,overd,,,,,,,,,16.859743,24.100124,22.652048
Penn North/Reservoir Hill,prenatal,54.285714,62.142857,61.627907,38.888889,49.640288,42.45283,42.553191,59.183673,47.706422,73.684211,
Penn North/Reservoir Hill,publart,,,,,,2.172114,2.172114,2.172114,2.275548,2.275548,2.275548
Penn North/Reservoir Hill,read3,70.247934,69.16,66.92,58.974359,44.897959,,,,,,
Penn North/Reservoir Hill,read5,91.111111,73.87,69.67,72.631579,83.333333,,,,,,
Penn North/Reservoir Hill,read8,49.473684,49.5,47.66,58.823529,44.554455,,,,,,
Penn North/Reservoir Hill,ready,,66.92,79.26,81.871345,,,,,,,
Penn North/Reservoir Hill,sclemp,68.27853,77.896341,78.398792,78.04878,81.933439,80.670927,82.765957,76.545842,76.482213,75.869121,
Penn North/Reservoir Hill,sclsw,,8.424437,11.24918,7.575758,8.973607,9.238777,8.222396,,,5.071174,4.800725
Penn North/Reservoir Hill,sped,18.772348,18.496158,18.57,18.434203,,,,,,,
Penn North/Reservoir Hill,susp,12.016129,11.890448,13.660477,10.144928,,,,,,,
Penn North/Reservoir Hill,tanf,,18.811881,23.118812,18.514851,16.5398,13.465347,11.336634,9.80198,8.366337,9.90099,
Penn North/Reservoir Hill,teenbir,47.058824,61.764706,79.411765,47.058824,58.823529,32.352941,29.411765,26.470588,23.529412,17.647059,
Penn North/Reservoir Hill,termbir,79.285714,82.857143,86.046512,81.944444,85.611511,88.679245,83.687943,86.734694,88.990826,88.421053,
Penn North/Reservoir Hill,unempl,14.87956,10.72132,12.06973,13.668021,12.8867,11.847222,11.462678,8.073136,6.642995,3.931241,
Penn North/Reservoir Hill,unempr,24.006218,19.415961,18.960316,21.927374,20.4516,15.062688,17.78224,12.462006,10.490654,6.30242,
Penn North/Reservoir Hill,wstud,0.774732,0.71,0.88,1.22,1.19,1.22,1.57,1.975541,,2.320675,2.795699
Pimlico/Arlington/Hilltop,Fastfd,,1.607989,,2.115775,,,,,1.69262,,
Pimlico/Arlington/Hilltop,aastud,98.41418,97.77,97.86,97.61,97.69,97.11,97.06,96.912833,,96.380412,95.26356
Pimlico/Arlington/Hilltop,abse,13.27649,14.216867,9.883,12.5,15.1079,14.734,17.9487,21.386431,,28.227194,
Pimlico/Arlington/Hilltop,abshs,45.09804,44.428969,41.9304,39.0863,46.3636,45.009074,37.342908,58.455882,,50.625,
Pimlico/Arlington/Hilltop,absmd,13.11828,17.23356,10.6818,12.9717,17.1558,20.4036,19.6833,21.395349,,27.873563,
Pimlico/Arlington/Hilltop,artevnt,,,,,0.677048,1.354096,1.100203,1.69262,0.84631,0.677048,0.169262
Pimlico/Arlington/Hilltop,bahigher,,8.278911,8.129148,7.411055,6.83,8.561151,9.322244,10.125301,11.019066,13.448555,
Pimlico/Arlington/Hilltop,birthwt,84.713376,84.415584,81.15942,86.567164,84.96732,86.507937,80.645161,81.102362,90.178571,85.714286,
Pimlico/Arlington/Hilltop,caracc,,37.406906,37.999323,,,55.264049,63.896412,69.905213,60.680433,65.589032,52.894381
Pimlico/Arlington/Hilltop,caslt,,100.457007,109.851049,,,79.468517,91.824645,88.354773,71.851726,63.303995,58.056872
Pimlico/Arlington/Hilltop,compl,80.37975,85.16,86.82171,83.78378,76.744186,76.744186,77.5,73.684211,,81.818182,81.132075
Pimlico/Arlington/Hilltop,drop,5.685619,5.013928,3.426791,2.030457,1.090909,3.266788,5.56553,3.492647,,1.666667,1.131222
Pimlico/Arlington/Hilltop,ebll,0.0,3.10559,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Pimlico/Arlington/Hilltop,empl,47.1,45.582678,50.861511,51.258106,51.6133,51.199487,52.412578,50.44027,52.218321,53.614776,
Pimlico/Arlington/Hilltop,farms,87.779851,85.84,79.46,89.232303,,,,,,,
Pimlico/Arlington/Hilltop,fastfd,,,,,,,,,,2.08,
Pimlico/Arlington/Hilltop,gunhom,,0.253893,0.423155,0.507786,0.84631,1.184834,0.677048,1.523358,1.015572,1.184834,1.523358
Pimlico/Arlington/Hilltop,hsaalg,25.787966,30.18018,19.57,18.518519,23.4375,,,,,,
Pimlico/Arlington/Hilltop,hsabio,42.145594,38.388626,34.6,31.606218,50.0,,,,,,
Pimlico/Arlington/Hilltop,hsaeng,35.775862,41.588785,37.61,29.842932,35.820896,,,,,,
Pimlico/Arlington/Hilltop,hsagov,45.814978,50.549451,,36.734694,40.425532,,,,,,
Pimlico/Arlington/Hilltop,hsattend,714.0,718.0,632.0,591.0,550.0,551.0,557.0,544.0,,480.0,442.0
Pimlico/Arlington/Hilltop,hstud,0.326493,0.53,0.67,0.9,0.71,1.1561,1.4697,1.57385,,1.916253,3.361345
Pimlico/Arlington/Hilltop,lesshs,,26.940849,25.689127,26.689647,26.46,24.42446,23.274578,22.123782,21.170283,21.077505,
Pimlico/Arlington/Hilltop,libcard,,163.083954,202.098849,213.016249,310.42654,338.185511,275.220041,233.835477,226.218687,207.515234,
Pimlico/Arlington/Hilltop,lifexp,,68.591377,69.059055,68.804334,68.165678,68.237805,68.088173,67.7,67.132421,,
Pimlico/Arlington/Hilltop,liquor,,1.100203,1.015572,0.84631,0.677048,0.84631,0.677048,0.677048,0.930941,0.84631,
Pimlico/Arlington/Hilltop,math3,77.697842,64.29,67.76,58.666667,35.114504,,,,,,
Pimlico/Arlington/Hilltop,math5,55.487805,56.94,65.93,59.183673,31.914894,,,,,,
Pimlico/Arlington/Hilltop,math8,24.836601,30.08,33.33,39.393939,27.007299,,,,,,
Pimlico/Arlington/Hilltop,mort1_,,18.9099,20.961776,18.445323,23.224044,19.971469,16.997167,18.705036,17.857143,,
Pimlico/Arlington/Hilltop,narc,,188.303995,215.809072,,,286.391334,291.638456,354.519296,223.595125,150.643196,104.85782
Pimlico/Arlington/Hilltop,nilf,34.748348,44.96987,36.934836,37.003891,38.7596,37.883258,37.029005,39.991195,37.168848,33.948989,
Pimlico/Arlington/Hilltop,overd,,,,,,,,,9.478673,17.180095,12.61002
Pimlico/Arlington/Hilltop,prenatal,50.955414,57.792208,52.898551,41.044776,36.601307,38.095238,37.419355,56.692913,68.75,53.571429,
Pimlico/Arlington/Hilltop,publart,,,,,,0.930941,0.930941,0.930941,0.930941,1.015572,1.015572
Pimlico/Arlington/Hilltop,read3,71.942446,61.69,67.32,64.0,55.555556,,,,,,
Pimlico/Arlington/Hilltop,read5,81.097561,81.12,67.41,66.216216,74.468085,,,,,,
Pimlico/Arlington/Hilltop,read8,54.248366,60.31,59.02,62.406015,59.42029,,,,,,
Pimlico/Arlington/Hilltop,ready,,75.17,56.67,80.921053,,,,,,,
Pimlico/Arlington/Hilltop,sclemp,92.798541,92.682927,92.207792,91.470258,91.502276,63.380282,76.939203,80.116959,72.23796,75.337838,
Pimlico/Arlington/Hilltop,sclsw,,7.290095,8.801296,7.276862,8.973029,8.172589,6.937096,,,7.00558,5.985205
Pimlico/Arlington/Hilltop,sped,17.863806,16.622103,17.35,17.048853,,,,,,,
Pimlico/Arlington/Hilltop,susp,9.270335,9.883721,9.858388,9.891984,,,,,,,
Pimlico/Arlington/Hilltop,tanf,,11.755952,12.686012,10.863095,12.9755,10.119048,8.556548,7.366071,6.287202,7.328869,
Pimlico/Arlington/Hilltop,teenbir,63.72549,46.568627,53.921569,56.372549,56.372549,56.372549,63.72549,24.509804,14.705882,19.607843,
Pimlico/Arlington/Hilltop,termbir,83.43949,83.116883,84.782609,88.059701,84.96732,85.714286,83.225806,79.527559,92.857143,85.714286,
Pimlico/Arlington/Hilltop,unempl,9.900864,9.447452,12.333204,11.738003,9.62708,10.917255,10.883708,9.568535,10.612831,12.436236,
Pimlico/Arlington/Hilltop,unempr,15.173354,17.16778,19.556286,18.632901,15.7201,13.835149,17.283685,15.945219,16.891034,18.828229,
Pimlico/Arlington/Hilltop,wstud,0.279851,0.8,0.72,0.9,1.07,1.16,1.0,0.968523,,1.490419,1.298701
Poppleton/The Terraces/Hollins Market,Fastfd,,3.932363,,2.359418,,,,,2.1628,,
Poppleton/The Terraces/Hollins Market,aastud,95.86936,95.38,95.78,96.67,96.32,96.26,95.83,94.923259,,94.801223,94.717668
Poppleton/The Terraces/Hollins Market,abse,14.11192,27.777778,19.1429,21.49,23.8227,25.0,20.5128,30.25,,26.315789,
Poppleton/The Terraces/Hollins Market,abshs,50.16722,45.901639,46.5517,39.8601,49.4024,48.760331,46.255507,58.158996,,65.497076,
Poppleton/The Terraces/Hollins Market,absmd,21.18644,18.811881,22.2222,23.4043,27.6836,24.5989,21.8543,26.442308,,26.815642,
Poppleton/The Terraces/Hollins Market,artevnt,,,,,2.1628,0.393236,1.572945,1.966182,2.359418,0.786473,0.196618
Poppleton/The Terraces/Hollins Market,bahigher,,17.520652,16.461039,16.409934,16.72,18.564036,17.473884,18.624161,20.669856,19.69112,
Poppleton/The Terraces/Hollins Market,birthwt,84.931507,91.025641,83.783784,85.858586,78.873239,85.915493,83.72093,71.428571,84.848485,89.855072,
Poppleton/The Terraces/Hollins Market,caracc,,51.907196,55.642941,,,79.237122,111.285883,112.465592,105.780574,98.112466,78.647267
Poppleton/The Terraces/Hollins Market,caslt,,157.294534,163.193079,,,114.431773,122.2965,115.021628,110.892646,101.651593,82.186394
Poppleton/The Terraces/Hollins Market,compl,75.0,77.42,76.19048,84.12698,76.363636,77.04918,66.666667,72.222222,,64.0,66.666667
Poppleton/The Terraces/Hollins Market,drop,5.248869,3.278688,4.026846,1.748252,3.585657,4.132231,3.0837,2.51046,,7.017544,3.636364
Poppleton/The Terraces/Hollins Market,ebll,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Poppleton/The Terraces/Hollins Market,empl,46.7,45.905707,50.938594,53.754579,50.4658,53.675792,55.890328,57.823129,61.063897,57.739338,
Poppleton/The Terraces/Hollins Market,farms,91.162344,88.71,84.14,93.333333,,,,,,,
Poppleton/The Terraces/Hollins Market,fastfd,,,,,,,,,,0.6,
Poppleton/The Terraces/Hollins Market,gunhom,,0.196618,0.196618,0.196618,0.196618,2.1628,0.983091,0.589855,0.983091,1.179709,1.179709
Poppleton/The Terraces/Hollins Market,hsaalg,25.609756,18.644068,20.17,21.621622,15.217391,,,,,,
Poppleton/The Terraces/Hollins Market,hsabio,44.444444,31.313131,32.29,36.55914,44.067797,,,,,,
Poppleton/The Terraces/Hollins Market,hsaeng,24.418605,33.333333,24.21,27.173913,35.0,,,,,,
Poppleton/The Terraces/Hollins Market,hsagov,47.297297,49.425287,,28.571429,45.652174,,,,,,
Poppleton/The Terraces/Hollins Market,hsattend,299.0,305.0,290.0,286.0,251.0,242.0,227.0,239.0,,171.0,165.0
Poppleton/The Terraces/Hollins Market,hstud,0.480307,1.18,1.0,1.04,1.14,1.5682,2.0833,2.951594,,2.599388,3.278689
Poppleton/The Terraces/Hollins Market,lesshs,,30.997515,28.636364,30.965105,34.6,30.886158,29.281418,27.61745,24.082935,22.750223,
Poppleton/The Terraces/Hollins Market,libcard,,277.624853,288.832088,238.497837,389.303972,418.993315,341.329139,288.045615,285.096343,267.007472,
Poppleton/The Terraces/Hollins Market,lifexp,,64.708927,67.069295,67.786712,68.76204,68.420791,68.008104,66.9,67.184336,,
Poppleton/The Terraces/Hollins Market,liquor,,1.966182,1.769564,1.966182,1.376327,1.376327,1.179709,1.37633,0.983091,0.786473,
Poppleton/The Terraces/Hollins Market,math3,73.170732,59.68,60.0,60.655738,26.760563,,,,,,
Poppleton/The Terraces/Hollins Market,math5,68.656716,62.9,55.0,40.740741,28.888889,,,,,,
Poppleton/The Terraces/Hollins Market,math8,19.230769,28.79,32.2,32.727273,18.181818,,,,,,
Poppleton/The Terraces/Hollins Market,mort1_,,14.117647,10.075567,12.406948,12.787724,15.424165,9.975062,15.384615,11.204482,,
Poppleton/The Terraces/Hollins Market,narc,,208.611876,259.929217,,,168.108533,156.508061,210.971294,242.626819,86.511994,66.456941
Poppleton/The Terraces/Hollins Market,nilf,37.3661,45.437,40.120904,34.859585,36.8134,34.573977,31.666165,31.195335,30.783758,34.26782,
Poppleton/The Terraces/Hollins Market,overd,,,,,,,,,21.627998,19.661817,14.942981
Poppleton/The Terraces/Hollins Market,prenatal,53.424658,48.717949,67.567568,44.444444,52.112676,53.521127,44.186047,66.666667,63.636364,49.275362,
Poppleton/The Terraces/Hollins Market,publart,,,,,,1.966182,1.966182,1.966182,1.966182,1.966182,1.966182
Poppleton/The Terraces/Hollins Market,read3,65.853659,66.13,58.57,58.333333,44.155844,,,,,,
Poppleton/The Terraces/Hollins Market,read5,86.567164,72.13,68.85,58.181818,69.811321,,,,,,
Poppleton/The Terraces/Hollins Market,read8,50.0,50.0,52.54,52.830189,48.148148,,,,,,
Poppleton/The Terraces/Hollins Market,ready,,56.0,48.65,84.210526,,,,,,,
Poppleton/The Terraces/Hollins Market,sclemp,90.47619,87.837838,91.958042,88.372093,88.304094,67.114094,92.413793,89.393939,91.129032,90.643275,
Poppleton/The Terraces/Hollins Market,sclsw,,10.495963,11.09799,11.30012,9.691161,10.847107,10.416667,,,4.533333,4.975923
Poppleton/The Terraces/Hollins Market,sped,22.862632,17.583497,20.98,19.166667,,,,,,,
Poppleton/The Terraces/Hollins Market,susp,11.345646,12.845138,13.142174,13.001215,,,,,,,
Poppleton/The Terraces/Hollins Market,tanf,,17.624521,26.149425,23.754789,22.6328,24.329502,17.145594,15.229885,13.314176,18.199234,
Poppleton/The Terraces/Hollins Market,teenbir,65.47619,89.285714,53.571429,65.47619,47.619048,47.619048,35.714286,23.809524,23.809524,35.714286,
Poppleton/The Terraces/Hollins Market,termbir,89.041096,92.307692,82.432432,87.878788,81.690141,81.690141,79.069767,71.428571,83.333333,82.608696,
Poppleton/The Terraces/Hollins Market,unempl,6.836799,8.657293,9.926822,11.385836,12.7208,11.750231,12.774932,10.981535,8.152345,7.992842,
Poppleton/The Terraces/Hollins Market,unempr,10.915493,15.866599,16.578108,17.478913,20.1322,14.800465,18.694885,15.960452,11.778081,12.15971,
Poppleton/The Terraces/Hollins Market,wstud,2.017291,2.75,2.61,1.88,2.41,1.93,1.56,1.88902,,2.446483,1.639344
Sandtown-Winchester/Harlem Park,Fastfd,,1.006982,,1.27551,,,,,1.27551,,
Sandtown-Winchester/Harlem Park,aastud,98.30508,98.82,98.7,98.43,98.61,97.86,97.89,97.084548,,95.928611,95.424039
Sandtown-Winchester/Harlem Park,abse,13.68243,21.834862,14.0794,13.0167,18.75,18.2063,20.7767,22.633745,,37.873357,
Sandtown-Winchester/Harlem Park,abshs,41.90045,51.298701,49.284,43.4227,46.0916,48.106592,43.884892,63.815789,,56.624319,
Sandtown-Winchester/Harlem Park,absmd,18.31442,19.659735,15.4955,14.7005,15.7143,16.458,20.3636,19.665272,,34.320988,
Sandtown-Winchester/Harlem Park,artevnt,,,,,1.611171,2.282492,1.476907,2.752417,2.148228,2.148228,0.402793
Sandtown-Winchester/Harlem Park,bahigher,,5.540209,5.644578,5.46475,6.13,5.47066,5.821142,5.617978,6.419171,6.799791,
Sandtown-Winchester/Harlem Park,birthwt,86.808511,85.416667,82.824427,81.092437,83.739837,82.038835,87.684729,86.885246,81.283422,81.437126,
Sandtown-Winchester/Harlem Park,caracc,,39.406552,40.413534,,,76.194952,76.262084,71.495704,64.513963,57.330827,56.45811
Sandtown-Winchester/Harlem Park,caslt,,156.015038,153.598281,,,116.071429,104.256176,101.973684,88.815789,68.944683,62.902793
Sandtown-Winchester/Harlem Park,compl,75.4902,73.45,80.51948,77.21519,77.419355,75.177305,73.643411,76.923077,,78.04878,81.012658
Sandtown-Winchester/Harlem Park,drop,6.578947,6.709957,4.487917,2.93742,1.886793,5.750351,4.604317,6.085526,,4.900181,3.462322
Sandtown-Winchester/Harlem Park,ebll,6.896552,0.0,7.368421,0.0,2.822581,0.0,2.475248,0.0,2.840909,0.0,
Sandtown-Winchester/Harlem Park,empl,41.866667,42.167327,48.153576,47.694028,47.6403,47.819144,48.266137,49.486901,50.013193,49.049106,
Sandtown-Winchester/Harlem Park,farms,89.422473,89.38,82.2,93.340307,,,,,,,
Sandtown-Winchester/Harlem Park,fastfd,,,,,,,,,,1.9,
Sandtown-Winchester/Harlem Park,gunhom,,0.604189,0.604189,0.93985,0.268528,1.208378,1.208378,1.006982,1.141246,1.544039,1.074114
Sandtown-Winchester/Harlem Park,hsaalg,22.843823,17.821782,22.0,21.843003,29.333333,,,,,,
Sandtown-Winchester/Harlem Park,hsabio,32.941176,30.566038,31.05,32.911392,45.614035,,,,,,
Sandtown-Winchester/Harlem Park,hsaeng,29.639889,28.919861,29.1,27.376426,43.624161,,,,,,
Sandtown-Winchester/Harlem Park,hsagov,46.428571,37.656904,,32.20339,44.144144,,,,,,
Sandtown-Winchester/Harlem Park,hsattend,1105.0,924.0,838.0,783.0,742.0,713.0,695.0,608.0,,551.0,491.0
Sandtown-Winchester/Harlem Park,hstud,0.062775,0.47,0.58,1.01,0.82,1.3406,1.0989,1.603498,,2.063581,2.196461
Sandtown-Winchester/Harlem Park,lesshs,,32.292549,33.702057,30.08074,28.79,31.42828,28.40511,25.055021,25.254532,24.95432,
Sandtown-Winchester/Harlem Park,libcard,,276.517186,257.653061,228.450591,414.205156,442.26638,381.847476,312.5,302.161654,283.096133,
Sandtown-Winchester/Harlem Park,lifexp,,67.540215,68.777249,69.672517,70.015121,70.022878,69.169447,68.8,68.081463,,
Sandtown-Winchester/Harlem Park,liquor,,1.544039,1.476907,1.342642,1.409774,1.476907,1.409774,1.40977,1.409774,1.27551,
Sandtown-Winchester/Harlem Park,math3,71.153846,59.8,57.08,57.33945,38.043478,,,,,,
Sandtown-Winchester/Harlem Park,math5,58.767773,47.59,66.48,56.281407,32.307692,,,,,,
Sandtown-Winchester/Harlem Park,math8,22.277228,22.44,29.38,25.301205,20.0,,,,,,
Sandtown-Winchester/Harlem Park,mort1_,,16.755522,13.178295,9.661836,7.377049,10.075567,7.792208,7.434944,8.789063,,
Sandtown-Winchester/Harlem Park,narc,,464.755639,406.216434,,,220.79753,283.63319,308.807734,352.107948,214.352846,216.098281
Sandtown-Winchester/Harlem Park,nilf,39.497056,45.48115,37.075029,38.3397,38.7509,39.40513,40.693545,41.699867,41.596306,42.080613,
Sandtown-Winchester/Harlem Park,overd,,,,,,,,,25.241676,24.570354,19.199785
Sandtown-Winchester/Harlem Park,prenatal,58.297872,59.166667,62.21374,37.394958,34.95935,43.203883,43.842365,59.016393,56.149733,61.077844,
Sandtown-Winchester/Harlem Park,publart,,,,,,1.678303,1.678303,1.678303,1.678303,1.745435,1.745435
Sandtown-Winchester/Harlem Park,read3,65.384615,56.37,54.79,50.917431,46.354167,,,,,,
Sandtown-Winchester/Harlem Park,read5,75.35545,67.91,69.89,61.616162,60.512821,,,,,,
Sandtown-Winchester/Harlem Park,read8,39.60396,49.03,47.17,49.404762,44.444444,,,,,,
Sandtown-Winchester/Harlem Park,ready,,69.33,70.28,83.6,,,,,,,
Sandtown-Winchester/Harlem Park,sclemp,73.549656,79.837067,79.673136,79.231568,84.449489,81.974249,89.2261,81.563422,84.518167,74.225122,
Sandtown-Winchester/Harlem Park,sclsw,,10.617381,11.29542,10.96722,9.660483,10.007123,7.384615,,,6.433302,7.456372
Sandtown-Winchester/Harlem Park,sped,17.702448,16.807006,17.46,16.910739,,,,,,,
Sandtown-Winchester/Harlem Park,susp,10.192719,10.743464,12.254706,8.458114,,,,,,,
Sandtown-Winchester/Harlem Park,tanf,,22.277536,24.984443,23.771002,24.1788,19.383945,16.708152,15.370255,12.414437,13.658992,
Sandtown-Winchester/Harlem Park,teenbir,69.84127,61.904762,73.015873,46.031746,60.31746,39.68254,34.920635,33.333333,34.920635,17.460317,
Sandtown-Winchester/Harlem Park,termbir,80.425532,82.083333,81.29771,81.932773,85.772358,80.097087,87.684729,83.060109,83.957219,79.640719,
