CSA,indicator,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Downtown/Seton Hill,publart,,,,,,16.444307,16.444307,16.444307,16.444307,16.754576,16.754576
Downtown/Seton Hill,read3,60.0,85.0,80.0,55.555556,52.0,,,,,,
Downtown/Seton Hill,read5,79.166667,44.44,61.54,52.941176,57.142857,,,,,,
Downtown/Seton Hill,read8,52.941176,37.5,55.56,57.894737,66.666667,,,,,,
Downtown/Seton Hill,ready,,70.37,91.3,75.0,,,,,,,
Downtown/Seton Hill,sclemp,100.0,82.894737,82.887701,84.259259,89.029536,91.262136,92.647059,94.230769,96.538462,100.0,
Downtown/Seton Hill,sclsw,,6.698565,8.133971,8.0,10.763889,7.534247,10.087719,,,6.349206,4.780876
Downtown/Seton Hill,sped,17.037037,18.431373,17.34,16.862745,,,,,,,
Downtown/Seton Hill,susp,7.065217,9.452736,10.047847,9.333333,,,,,,,
Downtown/Seton Hill,tanf,,6.729475,6.864065,5.652759,10.4911,6.460296,6.864065,6.864065,6.056528,6.864065,
Downtown/Seton Hill,teenbir,65.217391,43.478261,21.73913,10.869565,43.478261,10.869565,32.608696,54.347826,32.608696,10.869565,
Downtown/Seton Hill,termbir,87.5,80.701754,80.0,89.655172,95.180723,88.235294,88.764045,92.857143,87.837838,91.37931,
Downtown/Seton Hill,unempl,3.807655,2.977324,3.094493,3.09592,3.82602,3.867818,3.33451,2.626673,2.021696,2.085209,
Downtown/Seton Hill,unempr,6.434494,5.163615,4.851285,4.634342,5.83861,4.770727,4.877419,3.874031,2.929967,2.851867,
Downtown/Seton Hill,wstud,2.222222,2.75,4.84,7.06,7.82,12.8,14.04,11.934156,,5.238095,6.912442
Edmondson Village,Fastfd,,0.126582,,0.126582,,,,,0.126582,,
Edmondson Village,aastud,99.04519,98.97,99.07,98.94,98.84,98.28,97.72,97.407407,,97.087379,97.381757
Edmondson Village,abse,16.73077,17.105263,12.3482,14.5263,11.6071,14.0127,13.8,19.354839,,22.522523,
Edmondson Village,abshs,45.11401,45.547945,42.3762,35.8178,36.7089,40.470588,38.75,57.5,,55.0,
Edmondson Village,absmd,38.15385,12.903226,18.4466,14.6758,9.1549,15.2416,16.4912,20.872274,,25.913621,
Edmondson Village,artevnt,,,,,0.506329,0.0,0.379747,0.506329,0.506329,0.126582,0.0
Edmondson Village,bahigher,,9.332707,9.236298,8.497447,8.04,8.304073,11.511326,12.795777,14.615105,15.065813,
Edmondson Village,birthwt,85.046729,86.915888,86.486486,84.313725,86.315789,87.254902,80.0,82.022472,87.356322,84.210526,
Edmondson Village,caracc,,28.734177,33.924051,,,43.291139,71.898734,84.556962,74.050633,61.392405,54.050633
Edmondson Village,caslt,,60.632911,62.911392,,,56.582278,66.455696,58.227848,58.101266,50.632911,48.227848
Edmondson Village,compl,77.6699,76.98,83.60656,78.57143,79.2,78.070175,72.727273,77.894737,,83.333333,75.581395
Edmondson Village,drop,3.094463,3.767123,1.356589,2.070393,1.898734,4.0,3.0,3.181818,,2.894737,2.445652
Edmondson Village,ebll,0.0,0.0,5.30303,0.0,0.0,0.0,,0.0,0.0,0.0,
Edmondson Village,empl,55.1,51.519715,60.245246,57.989193,61.6771,63.508323,67.259084,66.934851,68.295713,66.159933,
Edmondson Village,farms,85.996181,84.01,79.37,87.51763,,,,,,,
Edmondson Village,fastfd,,,,,,,,,,0.13,
Edmondson Village,gunhom,,0.506329,0.253165,0.379747,0.759494,0.379747,0.506329,0.632911,0.759494,0.506329,1.392405
Edmondson Village,hsaalg,22.264151,19.650655,18.04,22.727273,27.722772,,,,,,
Edmondson Village,hsabio,45.539906,32.835821,34.95,33.939394,56.363636,,,,,,
Edmondson Village,hsaeng,35.602094,32.967033,32.09,22.485207,45.535714,,,,,,
Edmondson Village,hsagov,54.237288,43.274854,,56.0,51.807229,,,,,,
Edmondson Village,hsattend,614.0,584.0,505.0,483.0,474.0,425.0,400.0,440.0,,380.0,368.0
Edmondson Village,hstud,0.063654,0.48,0.46,0.71,0.5,1.03,1.519,1.555556,,1.860841,1.858108
Edmondson Village,lesshs,,23.54347,22.102426,20.459519,18.8,16.608146,16.134423,14.215508,12.454611,12.682319,
Edmondson Village,libcard,,293.037975,342.278481,283.164557,453.037975,457.594937,386.708861,321.64557,323.037975,302.151899,
Edmondson Village,lifexp,,73.206839,73.529966,72.863821,72.364839,71.798072,71.409764,70.7,70.634622,,
Edmondson Village,liquor,,0.506329,0.126582,0.379747,0.126582,0.126582,0.126582,0.126582,0.126582,0.126582,
Edmondson Village,math3,80.808081,54.46,51.04,66.25,50.649351,,,,,,
Edmondson Village,math5,57.0,65.63,63.92,54.455446,33.333333,,,,,,
Edmondson Village,math8,31.683168,31.4,32.0,25.263158,35.632184,,,,,,
Edmondson Village,mort1_,,12.345679,12.658228,11.299435,13.618677,9.823183,4.0,4.1841,8.639309,,
Edmondson Village,narc,,82.151899,65.443038,,,48.860759,62.025316,54.303797,82.025316,68.860759,65.949367
Edmondson Village,nilf,24.098774,34.734392,23.778212,25.028946,22.8903,22.096214,22.808057,23.861852,22.779043,25.468555,
Edmondson Village,overd,,,,,,,,,3.797468,3.037975,3.291139
Edmondson Village,prenatal,62.616822,55.140187,60.36036,40.196078,51.578947,47.058824,47.777778,56.179775,56.321839,53.947368,
Edmondson Village,publart,,,,,,0.126582,0.126582,0.126582,0.126582,0.126582,0.126582
Edmondson Village,read3,74.747475,53.57,46.88,65.0,55.263158,,,,,,
Edmondson Village,read5,78.0,77.08,71.43,60.194175,73.076923,,,,,,
Edmondson Village,read8,57.425743,52.33,50.0,53.0,48.275862,,,,,,
Edmondson Village,ready,,77.78,74.47,86.956522,,,,,,,
Edmondson Village,sclemp,71.841155,82.242991,97.435897,97.587719,96.583144,82.325581,87.97954,85.483871,82.534247,83.333333,
Edmondson Village,sclsw,,7.481126,9.826153,8.073541,7.881417,7.759883,5.56962,,,6.676037,5.217391
Edmondson Village,sped,16.931891,16.183575,17.2,16.925247,,,,,,,
Edmondson Village,susp,11.659919,10.959885,12.920489,6.155076,,,,,,,
Edmondson Village,tanf,,12.025316,13.38851,11.489776,11.1111,10.856865,8.95813,8.666018,7.789679,9.639727,
Edmondson Village,teenbir,89.506173,64.814815,49.382716,52.469136,24.691358,33.950617,37.037037,24.691358,21.604938,24.691358,
Edmondson Village,termbir,85.046729,88.785047,88.288288,86.27451,83.157895,87.254902,83.333333,79.775281,87.356322,81.578947,
Edmondson Village,unempl,12.707282,13.745893,15.95877,16.98186,15.4326,14.395464,10.308057,9.203297,8.925243,8.371512,
Edmondson Village,unempr,16.741867,21.061464,20.937281,22.651223,20.0139,16.816239,13.353799,12.087629,11.558058,11.232188,
Edmondson Village,wstud,0.254615,0.3,0.2,0.21,0.5,0.6,0.68,0.814815,,0.970874,0.506757
Fells Point,Fastfd,,1.880739,,2.212634,,,,,2.765793,,
Fells Point,aastud,28.49741,16.21,15.06,22.22,24.6,22.74,23.8,27.848101,,22.047244,18.181818
Fells Point,abse,6.914894,4.938272,5.4348,6.8421,7.7295,7.5893,3.9604,10.588235,,13.22314,
Fells Point,abshs,43.0,48.611111,44.1176,27.381,32.9787,44.791667,31.034483,45.070423,,50.746269,
Fells Point,absmd,11.86441,5.555556,13.7931,8.6957,17.8082,16.4179,11.7647,13.333333,,18.181818,
Fells Point,artevnt,,,,,2.765793,2.544529,3.097688,3.87211,4.314637,3.540215,0.885054
Fells Point,bahigher,,60.567387,63.621985,63.387565,65.37,68.202939,72.232258,73.367217,74.496899,76.981687,
Fells Point,birthwt,94.155844,93.984962,97.202797,91.156463,97.931034,93.382353,94.890511,95.934959,95.238095,94.495413,
Fells Point,caracc,,49.8949,50.55869,,,60.626175,79.986724,69.255449,71.91061,69.587344,42.371944
Fells Point,caslt,,74.787034,80.98241,,,57.196593,50.669322,62.285651,46.465317,56.532802,36.840358
Fells Point,compl,72.22222,92.31,53.84615,62.5,83.333333,72.727273,83.333333,86.666667,,53.846154,72.727273
Fells Point,drop,4.0,2.777778,8.333333,1.190476,3.191489,5.208333,3.448276,2.816901,,2.985075,2.898551
Fells Point,ebll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Fells Point,empl,73.425,74.18114,81.449311,80.821749,81.9372,81.832918,83.72243,84.599403,85.231362,87.918267,
Fells Point,farms,73.834197,75.49,71.6,75.886525,,,,,,,
Fells Point,fastfd,,,,,,,,,,2.77,
Fells Point,gunhom,,0.0,0.0,0.221263,,0.0,0.221263,0.110632,0.110632,0.0,0.0
Fells Point,hsaalg,44.444444,26.666667,31.82,18.181818,26.666667,,,,,,
Fells Point,hsabio,42.857143,31.25,66.67,52.173913,63.636364,,,,,,
Fells Point,hsaeng,41.666667,22.222222,51.85,35.714286,66.666667,,,,,,
Fells Point,hsagov,50.0,72.222222,,66.666667,75.0,,,,,,
Fells Point,hsattend,100.0,72.0,68.0,84.0,94.0,96.0,87.0,71.0,,67.0,69.0
Fells Point,hstud,43.00518,51.1,53.09,48.23,45.72,46.5116,45.9893,42.405063,,51.574803,53.787879
Fells Point,lesshs,,14.387272,10.702517,10.984992,9.93,9.179957,6.709677,6.480305,6.340969,5.547387,
Fells Point,libcard,,249.253236,218.276358,180.993473,291.957075,298.263082,288.748755,237.747538,248.036287,275.030424,
Fells Point,lifexp,,76.772256,76.785764,77.246109,78.226657,78.738795,78.73174,78.4,77.961018,,
Fells Point,liquor,,4.093373,4.093373,4.093373,4.425268,4.204005,4.425268,4.31464,4.204005,3.982741,
Fells Point,math3,87.804878,92.31,86.11,77.5,77.777778,,,,,,
Fells Point,math5,75.862069,72.73,84.62,79.166667,80.0,,,,,,
Fells Point,math8,42.857143,42.86,72.73,54.545455,47.368421,,,,,,
Fells Point,mort1_,,,4.225352,4.178273,4.143646,5.665722,5.649718,7.267442,7.507508,,
Fells Point,narc,,13.497068,13.6077,,,12.94391,11.616329,11.063171,6.416639,7.191061,3.87211
Fells Point,nilf,18.310759,21.249563,14.071225,14.835773,13.5289,13.603491,13.104605,13.271004,12.596401,10.806363,
Fells Point,overd,,,,,,,,,2.987056,4.314637,3.429583
Fells Point,prenatal,59.090909,69.172932,76.223776,62.585034,56.551724,57.352941,66.423358,79.674797,85.714286,79.816514,
Fells Point,publart,,,,,,0.995685,0.995685,0.995685,0.995685,0.885054,0.885054
Fells Point,read3,78.04878,73.08,82.86,77.5,83.333333,,,,,,
Fells Point,read5,82.758621,90.48,88.46,86.956522,88.461538,,,,,,
Fells Point,read8,76.190476,57.14,72.73,80.952381,70.588235,,,,,,
Fells Point,ready,,64.0,50.0,88.679245,,,,,,,
Fells Point,sclemp,87.272727,89.60396,90.740741,75.384615,86.77686,71.698113,79.459459,85.714286,91.044776,84.722222,
Fells Point,sclsw,,3.125,1.898734,2.623907,3.744493,2.401747,5.614973,,,1.650165,2.208202
Fells Point,sped,16.580311,13.736264,15.56,13.238771,,,,,,,
Fells Point,susp,6.484642,5.639098,6.796117,7.28863,,,,,,,
Fells Point,tanf,,1.610825,1.159794,0.966495,1.09321,0.515464,0.64433,0.773196,0.451031,0.966495,
Fells Point,teenbir,88.888889,44.444444,100.0,22.222222,33.333333,11.111111,22.222222,0.0,22.222222,22.222222,
Fells Point,termbir,94.155844,96.240602,93.706294,89.795918,94.482759,91.176471,94.890511,92.682927,96.825397,94.495413,
Fells Point,unempl,3.50115,4.009791,5.062663,4.342478,4.53388,4.563591,3.959758,2.051682,2.069409,1.165661,
Fells Point,unempr,4.285938,5.128205,5.930233,5.098946,5.24324,5.042017,4.556924,2.367751,2.370436,1.308498,
Fells Point,wstud,20.46632,26.37,25.93,24.82,25.13,27.91,27.27,26.582278,,25.590551,26.136364
Forest Park/Walbrook,Fastfd,,0.304599,,0.406133,,,,,0.101533,,
Forest Park/Walbrook,aastud,97.84173,97.75,97.91,97.7,97.67,97.29,96.93,96.107784,,96.096346,95.080645
Forest Park/Walbrook,abse,13.06715,14.751286,8.3942,9.8497,13.9837,12.199,12.275,17.578773,,26.173285,
Forest Park/Walbrook,abshs,41.12769,43.17757,39.9568,32.7451,38.1663,37.802198,34.086242,52.027027,,47.592068,
Forest Park/Walbrook,absmd,16.26016,17.575758,16.9811,12.8049,14.1994,16.0,16.7763,26.297578,,21.212121,
Forest Park/Walbrook,artevnt,,,,,0.710732,0.507666,0.304599,0.203066,0.203066,0.203066,0.0
Forest Park/Walbrook,bahigher,,20.346025,19.94215,17.580059,18.31,18.14605,20.720857,19.689266,19.631823,20.466978,
Forest Park/Walbrook,birthwt,87.323944,83.458647,79.020979,86.466165,83.969466,90.163934,86.956522,91.129032,88.235294,85.496183,
Forest Park/Walbrook,caracc,,31.57681,32.287542,,,53.609504,78.485125,72.49467,73.8146,66.504214,53.406437
Forest Park/Walbrook,caslt,,74.1192,88.232308,,,50.563509,66.808813,65.996548,60.310691,57.061631,52.492639
Forest Park/Walbrook,compl,74.07407,76.42,80.17241,78.89908,82.352941,75.280899,80.645161,79.816514,,83.653846,80.769231
Forest Park/Walbrook,drop,3.814262,4.11215,4.60251,0.784314,0.852878,1.758242,1.848049,4.054054,,3.399433,1.179941
Forest Park/Walbrook,ebll,4.587156,2.95858,0.0,,4.504505,,,,0.0,0.0,
Forest Park/Walbrook,empl,51.066667,48.951525,58.51513,57.654146,57.0506,58.526875,59.471926,59.394032,61.155074,62.938182,
Forest Park/Walbrook,farms,83.932854,84.24,76.42,86.084906,,,,,,,
Forest Park/Walbrook,fastfd,,,,,,,,,,0.1,
Forest Park/Walbrook,gunhom,,0.609199,0.812265,0.304599,0.406133,0.406133,1.015332,0.304599,0.609199,0.609199,0.507666
Forest Park/Walbrook,hsaalg,25.498008,24.137931,23.46,22.164948,29.213483,,,,,,
Forest Park/Walbrook,hsabio,46.583851,35.947712,37.66,40.0,60.655738,,,,,,
Forest Park/Walbrook,hsaeng,39.655172,35.714286,27.39,35.83815,52.941176,,,,,,
Forest Park/Walbrook,hsagov,50.0,43.356643,,55.128205,61.956522,,,,,,
Forest Park/Walbrook,hsattend,603.0,535.0,463.0,510.0,469.0,455.0,487.0,444.0,,353.0,339.0
Forest Park/Walbrook,hstud,0.419664,1.13,0.95,1.06,1.27,1.6393,1.9258,2.170659,,2.491694,3.225806
Forest Park/Walbrook,lesshs,,18.210331,18.544111,18.950149,14.28,14.400378,13.074951,13.728814,11.392894,12.021348,
Forest Park/Walbrook,libcard,,279.114631,262.666261,242.258097,411.513859,440.653873,367.550005,319.727891,316.377297,309.676109,
Forest Park/Walbrook,lifexp,,73.853675,73.407559,74.453488,74.684154,74.022404,72.945748,72.8,71.877571,,
Forest Park/Walbrook,liquor,,0.507666,0.507666,0.507666,0.406133,0.406133,0.406133,0.406133,0.507666,0.406133,
Forest Park/Walbrook,math3,83.809524,82.52,80.36,75.531915,50.862069,,,,,,
Forest Park/Walbrook,math5,75.280899,75.49,85.05,78.761062,53.508772,,,,,,
Forest Park/Walbrook,math8,17.355372,30.12,32.46,41.346154,32.258065,,,,,,
Forest Park/Walbrook,mort1_,,6.134969,10.835913,10.558069,10.248902,10.558069,9.345794,4.8,8.417508,,
Forest Park/Walbrook,narc,,91.075236,62.950553,,,58.584628,56.350899,48.02518,45.080719,21.017362,22.134227
Forest Park/Walbrook,nilf,32.452384,43.164488,31.896552,32.884479,35.4503,34.95355,33.354541,32.414738,31.08427,29.672727,
Forest Park/Walbrook,overd,,,,,,,,,4.365925,4.568992,3.959793
Forest Park/Walbrook,prenatal,52.816901,42.857143,63.636364,51.879699,45.038168,43.442623,46.086957,60.483871,57.843137,54.961832,
Forest Park/Walbrook,publart,,,,,,0.406133,0.406133,0.406133,0.406133,0.406133,0.406133
Forest Park/Walbrook,read3,74.285714,80.58,79.28,72.340426,59.793814,,,,,,
Forest Park/Walbrook,read5,85.393258,87.25,84.26,76.106195,82.45614,,,,,,
Forest Park/Walbrook,read8,47.107438,63.86,55.26,61.538462,56.989247,,,,,,
Forest Park/Walbrook,ready,,70.69,75.41,79.577465,,,,,,,
Forest Park/Walbrook,sclemp,82.704811,79.317269,78.676471,82.009346,78.201635,86.133333,88.442211,90.104167,93.617021,92.462312,
Forest Park/Walbrook,sclsw,,6.906077,9.792285,8.42032,7.405141,7.496902,6.990014,,,5.788006,7.638889
Forest Park/Walbrook,sped,19.904077,18.127962,17.89,16.273585,,,,,,,
Forest Park/Walbrook,susp,7.964602,11.021898,10.534236,9.116214,,,,,,,
Forest Park/Walbrook,tanf,,8.752094,11.348409,9.924623,10.8151,8.542714,8.542714,6.448911,6.490787,8.207705,
Forest Park/Walbrook,teenbir,71.808511,58.510638,50.531915,37.234043,34.574468,37.234043,21.276596,13.297872,31.914894,21.276596,
Forest Park/Walbrook,termbir,85.915493,84.962406,80.41958,86.466165,85.496183,87.704918,86.086957,86.290323,83.333333,86.259542,
Forest Park/Walbrook,unempl,8.415768,7.693355,9.764251,9.461375,7.4991,6.519575,8.048354,8.19123,7.760655,7.389091,
Forest Park/Walbrook,unempr,12.459016,13.581731,14.396887,14.1607,11.6176,8.282403,12.076372,12.119847,11.26108,10.506722,
Forest Park/Walbrook,wstud,0.479616,0.53,0.63,0.59,0.78,0.86,0.86,1.646707,,1.328904,1.451613
Glen-Fallstaff,Fastfd,,1.944482,,2.279737,,,,,2.279737,,
Glen-Fallstaff,aastud,88.0916,87.55,86.29,83.28,83.14,80.6,78.73,76.859504,,69.958848,67.688022
Glen-Fallstaff,abse,8.788599,11.544992,7.1168,9.5238,11.2135,13.5802,12.0344,13.986014,,21.981424,
Glen-Fallstaff,abshs,30.83004,30.128205,32.0628,27.3834,32.0513,32.251082,33.549784,46.389497,,46.952596,
Glen-Fallstaff,absmd,7.843137,9.90991,6.1489,8.5271,12.6374,18.481,10.8696,13.216958,,19.241192,
Glen-Fallstaff,artevnt,,,,,0.067051,0.268204,0.335255,0.60346,0.402307,0.268204,0.067051
Glen-Fallstaff,bahigher,,28.043299,25.500643,25.210298,24.78,25.225149,27.442939,28.640015,28.828491,29.041148,
Glen-Fallstaff,birthwt,94.495413,90.384615,92.513369,91.341991,92.0,90.673575,94.520548,87.623762,90.196078,90.425532,
Glen-Fallstaff,caracc,,72.616334,72.079925,,,90.921282,101.984712,104.465603,98.1628,89.714362,71.543516
Glen-Fallstaff,caslt,,70.671852,70.470699,,,58.736757,72.482231,69.666086,61.687005,57.798042,53.842028
Glen-Fallstaff,compl,79.46429,73.39,82.0,83.03571,83.17757,82.075472,75.0,77.777778,,80.0,77.777778
Glen-Fallstaff,drop,2.173913,3.846154,2.188184,0.811359,1.068376,0.865801,2.597403,1.750547,,2.48307,2.017937
Glen-Fallstaff,ebll,0.0,1.655629,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Glen-Fallstaff,empl,56.7,53.122439,64.054629,65.038353,63.0732,59.200229,62.035832,62.192936,63.060574,61.75064,
Glen-Fallstaff,farms,71.526718,75.87,69.27,77.492537,,,,,,,
Glen-Fallstaff,fastfd,,,,,,,,,,2.28,
Glen-Fallstaff,gunhom,,0.067051,0.0,0.201153,0.134102,0.536409,0.134102,0.134102,0.134102,0.201153,0.067051
Glen-Fallstaff,hsaalg,27.678571,31.012658,17.72,25.146199,42.105263,,,,,,
Glen-Fallstaff,hsabio,49.122807,41.843972,50.69,43.589744,62.608696,,,,,,
Glen-Fallstaff,hsaeng,45.22293,42.105263,46.88,39.506173,49.193548,,,,,,
Glen-Fallstaff,hsagov,50.0,52.03252,,52.808989,69.565217,,,,,,
Glen-Fallstaff,hsattend,506.0,468.0,446.0,493.0,468.0,462.0,462.0,457.0,,443.0,446.0
Glen-Fallstaff,hstud,2.366412,6.41,7.95,10.15,10.59,13.0233,15.2487,17.673236,,25.102881,27.506964
Glen-Fallstaff,lesshs,,20.102999,18.932574,19.763786,18.48,15.794393,12.972539,11.753301,9.381443,12.277868,
Glen-Fallstaff,libcard,,125.050288,175.271557,190.894462,272.629744,300.321845,243.127263,215.502213,222.006169,215.97157,
Glen-Fallstaff,lifexp,,95.595274,78.5,78.637023,82.507223,79.237187,76.996162,77.1,76.748612,,
Glen-Fallstaff,liquor,,0.335255,0.402307,0.335255,0.469358,0.469358,0.469358,0.469358,0.469358,0.469358,
Glen-Fallstaff,math3,69.333333,74.31,80.41,73.626374,47.787611,,,,,,
Glen-Fallstaff,math5,54.545455,72.22,69.23,66.981132,47.2,,,,,,
Glen-Fallstaff,math8,34.951456,54.05,48.45,55.445545,43.298969,,,,,,
Glen-Fallstaff,mort1_,,6.802721,7.44879,8.426966,9.776536,9.673519,6.256517,4.784689,4.911591,,
Glen-Fallstaff,narc,,53.97613,48.880247,,,42.108086,72.079925,77.846319,61.217648,88.440392,93.469224
Glen-Fallstaff,nilf,24.369458,39.288641,24.291951,24.596286,25.5122,29.184959,30.007006,31.228255,30.138151,31.220109,
Glen-Fallstaff,overd,,,,,,,,,5.028832,6.571007,6.503956
Glen-Fallstaff,prenatal,56.422018,60.576923,62.566845,47.186147,42.5,44.559585,46.575342,54.455446,48.039216,52.12766,
Glen-Fallstaff,publart,,,,,,0.469358,0.469358,0.469358,0.469358,0.469358,0.469358
Glen-Fallstaff,read3,69.333333,70.37,69.07,67.777778,57.258065,,,,,,
Glen-Fallstaff,read5,77.922078,79.63,80.95,77.358491,79.2,,,,,,
Glen-Fallstaff,read8,60.194175,69.64,63.92,71.287129,66.666667,,,,,,
Glen-Fallstaff,ready,,61.48,67.67,66.386555,,,,,,,
Glen-Fallstaff,sclemp,94.006849,92.065868,88.754325,82.702703,84.90284,85.679012,82.002903,87.642045,89.859155,89.090909,
Glen-Fallstaff,sclsw,,5.035971,6.074412,4.834437,6.682298,5.925926,7.264398,,,4.176611,3.056235
Glen-Fallstaff,sped,15.19084,15.289766,15.36,13.970149,,,,,,,
Glen-Fallstaff,susp,8.252427,8.718726,7.910906,5.231788,,,,,,,
Glen-Fallstaff,tanf,,3.349418,4.683508,4.059041,3.90516,3.945501,3.860346,4.513199,4.059041,4.144195,
Glen-Fallstaff,teenbir,49.52381,30.47619,26.666667,15.238095,40.0,17.142857,17.142857,20.952381,26.666667,26.666667,
Glen-Fallstaff,termbir,90.366972,89.423077,88.770053,90.909091,90.0,89.119171,90.86758,86.633663,89.215686,89.361702,
Glen-Fallstaff,unempl,6.184498,7.58892,11.463114,10.365361,11.4146,11.614812,7.96717,6.578809,6.801275,7.029251,
Glen-Fallstaff,unempr,8.17725,12.5,15.14121,13.746486,15.3242,14.557416,11.382811,9.566151,9.735321,10.219922,
Glen-Fallstaff,wstud,4.274809,3.76,3.84,4.54,4.52,4.85,4.45,3.623649,,3.840878,4.108635
Greater Charles Village/Barclay,Fastfd,,2.135318,,1.769264,,,,,1.769264,,
Greater Charles Village/Barclay,aastud,88.51626,84.76,83.16,84.22,83.84,82.53,81.44,78.873239,,75.679542,73.076923
Greater Charles Village/Barclay,abse,11.59794,14.206128,14.8876,12.0419,14.0992,12.8205,18.5882,18.356164,,21.118012,
Greater Charles Village/Barclay,abshs,44.52297,43.262411,37.1747,36.8421,35.7401,39.82684,39.607843,52.822581,,49.519231,
Greater Charles Village/Barclay,absmd,15.42056,13.5,11.413,13.7255,16.4894,15.5914,18.6813,21.428571,,27.218935,
Greater Charles Village/Barclay,artevnt,,,,,2.135318,2.135318,1.891282,2.623391,1.3422,0.976145,0.244036
Greater Charles Village/Barclay,bahigher,,47.170305,46.224305,43.77763,46.88,51.235703,51.417711,53.113888,53.38724,55.487382,
Greater Charles Village/Barclay,birthwt,88.321168,90.697674,89.090909,91.472868,89.256198,88.489209,87.5,90.0,82.051282,85.496183,
Greater Charles Village/Barclay,caracc,,53.871027,51.552681,,,65.03569,89.86639,87.365017,80.715027,74.248063,55.152218
Greater Charles Village/Barclay,caslt,,76.383381,84.802636,,,74.248063,79.006772,69.184308,62.290281,56.860472,54.176072
Greater Charles Village/Barclay,compl,76.27119,76.92,77.55102,85.0,82.857143,83.333333,78.571429,72.727273,,72.727273,73.333333
Greater Charles Village/Barclay,drop,3.886926,4.609929,3.249097,2.105263,2.166065,2.164502,3.921569,4.83871,,3.846154,3.587444
Greater Charles Village/Barclay,ebll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Greater Charles Village/Barclay,empl,52.12,50.322407,52.350022,50.496777,49.4254,49.978229,50.707756,52.188403,55.094448,58.754864,
Greater Charles Village/Barclay,farms,84.247967,83.09,77.48,83.529412,,,,,,,
Greater Charles Village/Barclay,fastfd,,,,,,,,,,1.77,
Greater Charles Village/Barclay,gunhom,,0.183027,0.305045,0.305045,0.244036,0.183027,0.305045,0.549082,0.305045,0.244036,0.244036
Greater Charles Village/Barclay,hsaalg,28.333333,24.705882,21.28,23.364486,32.608696,,,,,,
Greater Charles Village/Barclay,hsabio,37.096774,52.238806,49.43,38.14433,58.730159,,,,,,
Greater Charles Village/Barclay,hsaeng,33.333333,37.974684,46.15,38.297872,48.148148,,,,,,
Greater Charles Village/Barclay,hsagov,37.333333,53.521127,,54.166667,76.086957,,,,,,
Greater Charles Village/Barclay,hsattend,283.0,282.0,269.0,285.0,277.0,231.0,255.0,248.0,,208.0,223.0
Greater Charles Village/Barclay,hstud,1.829268,3.53,4.13,4.12,4.83,5.7001,7.3086,7.682458,,11.30186,14.010989
Greater Charles Village/Barclay,lesshs,,15.596361,14.793908,13.72679,12.88,11.397059,11.331416,11.236412,11.39927,9.302326,
Greater Charles Village/Barclay,libcard,,244.402416,222.439143,183.454335,297.480325,315.844061,291.07437,246.964798,265.57257,287.535843,
Greater Charles Village/Barclay,lifexp,,76.246681,75.093754,73.118073,74.682307,74.075609,73.094938,74.0,73.760924,,
Greater Charles Village/Barclay,liquor,,0.854127,1.220182,0.854127,1.098164,1.098164,1.098164,1.15917,1.220182,1.098164,
Greater Charles Village/Barclay,math3,77.319588,73.85,81.97,69.444444,52.173913,,,,,,
Greater Charles Village/Barclay,math5,67.105263,71.43,77.27,70.491803,50.0,,,,,,
Greater Charles Village/Barclay,math8,44.303797,29.41,38.46,48.648649,42.307692,,,,,,
Greater Charles Village/Barclay,mort1_,,14.285714,15.151515,9.735744,12.367491,11.437909,9.188361,6.279435,4.815409,,
Greater Charles Village/Barclay,narc,,59.727899,59.239827,,,33.432982,40.815081,45.451772,44.719663,46.610945,56.677445
Greater Charles Village/Barclay,nilf,39.722396,44.727297,41.534083,43.208191,43.5391,44.129173,44.470658,42.983041,40.41929,36.762945,
Greater Charles Village/Barclay,overd,,,,,,,,,7.138064,9.700445,8.419254
Greater Charles Village/Barclay,prenatal,56.20438,63.565891,70.30303,55.03876,46.280992,44.604317,53.125,60.833333,60.683761,64.885496,
Greater Charles Village/Barclay,publart,,,,,,5.490818,5.490818,5.490818,5.490818,5.490818,5.490818
Greater Charles Village/Barclay,read3,71.134021,58.46,75.0,70.833333,64.150943,,,,,,
Greater Charles Village/Barclay,read5,78.947368,80.36,80.3,85.0,69.090909,,,,,,
Greater Charles Village/Barclay,read8,53.164557,68.0,71.15,72.222222,61.538462,,,,,,
Greater Charles Village/Barclay,ready,,74.03,67.86,80.952381,,,,,,,
Greater Charles Village/Barclay,sclemp,100.0,99.961165,99.245732,98.603909,99.165624,97.526166,97.121896,98.619896,99.522546,99.482669,
Greater Charles Village/Barclay,sclsw,,8.561237,10.02445,8.495982,7.714844,7.51269,6.612529,,,3.080569,4.572098
Greater Charles Village/Barclay,sped,17.073171,14.530777,15.19,14.411765,,,,,,,
Greater Charles Village/Barclay,susp,7.619048,7.02836,6.188119,5.855339,,,,,,,
Greater Charles Village/Barclay,tanf,,8.190371,10.459325,9.241837,9.36768,7.028224,7.249585,5.976757,6.862203,8.411732,
Greater Charles Village/Barclay,teenbir,9.689922,11.627907,10.658915,9.689922,6.782946,5.813953,1.937984,8.72093,3.875969,4.844961,
